Method,MSE,source_size,target_size
XGBoost_Naive_Comb,2.263436409566081,5000,150
KRR_Naive_Comb,2.5474185102363625,5000,150
NN_Naive_Comb,2.4187718450650046,5000,150
XGBoost_Source1,5.409330282873768,5000,150
KRR_Source1,5.596616260110468,5000,150
NN_Source1,4.657302371494181,5000,150
XGBoost_Source2,4.690971242328168,5000,150
KRR_Source2,15.390061108120332,5000,150
NN_Source2,8.245811321382915,5000,150
XGBoost_Naive_Comb,0.5068563605659158,100,200
KRR_Naive_Comb,0.4792282543975116,100,200
NN_Naive_Comb,0.4724389407215036,100,200
XGBoost_Source1,4.842809378293616,100,200
KRR_Source1,4.7219389995736005,100,200
NN_Source1,5.380196353387366,100,200
XGBoost_Source2,5.255351182837622,100,200
KRR_Source2,6.678280162539716,100,200
NN_Source2,11.39009921326331,100,200
XGBoost_Naive_Comb,0.5417732805700926,200,200
KRR_Naive_Comb,0.5567224375386529,200,200
NN_Naive_Comb,0.543518697698125,200,200
XGBoost_Source1,4.508948439747043,200,200
KRR_Source1,8.371315698601078,200,200
NN_Source1,5.035001500234598,200,200
XGBoost_Source2,3.5491822423569173,200,200
KRR_Source2,1.4726982103202,200,200
NN_Source2,3.487468834867858,200,200
XGBoost_Naive_Comb,1.2284117768802254,500,200
KRR_Naive_Comb,0.7703814437877936,500,200
NN_Naive_Comb,0.6344581616484424,500,200
XGBoost_Source1,4.469401870351237,500,200
KRR_Source1,5.327276870458124,500,200
NN_Source1,4.605772000025804,500,200
XGBoost_Source2,4.2640822281098405,500,200
KRR_Source2,7.769857886900096,500,200
NN_Source2,5.699174988008661,500,200
XGBoost_Naive_Comb,1.4298559755908091,1000,200
KRR_Naive_Comb,0.8664258639023736,1000,200
NN_Naive_Comb,0.6724901435841407,1000,200
XGBoost_Source1,4.623382744764612,1000,200
KRR_Source1,5.885809627831012,1000,200
NN_Source1,5.185643168273481,1000,200
XGBoost_Source2,3.229095557911689,1000,200
KRR_Source2,8.809286424363485,1000,200
NN_Source2,10.279205089771615,1000,200
XGBoost_Naive_Comb,1.8562176521549751,2000,200
KRR_Naive_Comb,1.161760819010167,2000,200
NN_Naive_Comb,1.275722029320732,2000,200
XGBoost_Source1,4.682155495862745,2000,200
KRR_Source1,5.702728771077522,2000,200
NN_Source1,4.428240014339933,2000,200
XGBoost_Source2,4.521198959545403,2000,200
KRR_Source2,11.855768091030328,2000,200
NN_Source2,7.606700511020313,2000,200
XGBoost_Naive_Comb,2.7703248096498694,5000,200
KRR_Naive_Comb,2.100527170715716,5000,200
NN_Naive_Comb,2.599166526472352,5000,200
XGBoost_Source1,5.784343495459398,5000,200
KRR_Source1,5.83337003152297,5000,200
NN_Source1,4.884971460012532,5000,200
XGBoost_Source2,5.437624247103988,5000,200
KRR_Source2,14.647144302754995,5000,200
NN_Source2,7.689601315089373,5000,200
XGBoost_Naive_Comb,0.4587364835246298,100,250
KRR_Naive_Comb,0.4282047304410015,100,250
NN_Naive_Comb,0.4541640093917062,100,250
XGBoost_Source1,4.201979546339315,100,250
KRR_Source1,7.897791958914244,100,250
NN_Source1,5.136889301152822,100,250
XGBoost_Source2,5.706851437473983,100,250
KRR_Source2,6.885640484750761,100,250
NN_Source2,9.204134033362267,100,250
XGBoost_Naive_Comb,0.5159634971381345,200,250
KRR_Naive_Comb,0.5159466211950171,200,250
NN_Naive_Comb,0.5072079623674975,200,250
XGBoost_Source1,4.3696550988893055,200,250
KRR_Source1,4.560848727376931,200,250
NN_Source1,3.476648573268944,200,250
XGBoost_Source2,3.632639649795558,200,250
KRR_Source2,1.5542234496625251,200,250
NN_Source2,4.311905452837724,200,250
XGBoost_Naive_Comb,0.7129500968291125,500,250
KRR_Naive_Comb,0.6669941031459569,500,250
NN_Naive_Comb,0.5798629206747843,500,250
XGBoost_Source1,4.54550468807936,500,250
KRR_Source1,5.030079032904699,500,250
NN_Source1,4.882355673423147,500,250
XGBoost_Source2,4.023652575279159,500,250
KRR_Source2,7.874627165613877,500,250
NN_Source2,4.334354840112332,500,250
XGBoost_Naive_Comb,1.379839485565936,1000,250
KRR_Naive_Comb,0.7485971292370223,1000,250
NN_Naive_Comb,0.6403461506001039,1000,250
XGBoost_Source1,4.48783103460355,1000,250
KRR_Source1,6.609963857344205,1000,250
NN_Source1,5.4134440756234765,1000,250
XGBoost_Source2,2.9569254509272214,1000,250
KRR_Source2,8.229408455362048,1000,250
NN_Source2,7.629019358920578,1000,250
XGBoost_Naive_Comb,1.8018119250198967,2000,250
KRR_Naive_Comb,1.1304700192612926,2000,250
NN_Naive_Comb,1.2851367641704454,2000,250
XGBoost_Source1,4.414723458326971,2000,250
KRR_Source1,5.630689723297055,2000,250
NN_Source1,5.222393188360686,2000,250
XGBoost_Source2,4.389355057920195,2000,250
KRR_Source2,11.510885476949657,2000,250
NN_Source2,7.780042966712609,2000,250
XGBoost_Naive_Comb,1.638746226265971,5000,250
KRR_Naive_Comb,1.9862755183465748,5000,250
NN_Naive_Comb,2.2708157847595074,5000,250
XGBoost_Source1,5.377713008666449,5000,250
KRR_Source1,5.832184451135227,5000,250
NN_Source1,4.936776252016731,5000,250
XGBoost_Source2,4.491260992229885,5000,250
KRR_Source2,15.111524705572378,5000,250
NN_Source2,8.155490759719957,5000,250
XGBoost_Naive_Comb,1.0289098467682731,100,50
KRR_Naive_Comb,0.6114437351735569,100,50
NN_Naive_Comb,0.5415664733049427,100,50
XGBoost_Source1,4.410629869593535,100,50
KRR_Source1,4.637040634784047,100,50
NN_Source1,4.576537053163121,100,50
XGBoost_Source2,4.529750912903551,100,50
KRR_Source2,1.1857133337729633,100,50
NN_Source2,7.702062414875011,100,50
XGBoost_Naive_Comb,2.147397058984556,200,50
KRR_Naive_Comb,0.7276864339115906,200,50
NN_Naive_Comb,0.8069438914719316,200,50
XGBoost_Source1,3.7564832877848153,200,50
KRR_Source1,3.3851230255857288,200,50
NN_Source1,4.523465837402752,200,50
XGBoost_Source2,4.640919461255074,200,50
KRR_Source2,5.632300224936224,200,50
NN_Source2,5.58565204617603,200,50
XGBoost_Naive_Comb,3.442580462775401,500,50
KRR_Naive_Comb,1.2429864586259909,500,50
NN_Naive_Comb,1.2821438288699547,500,50
XGBoost_Source1,4.393671251507355,500,50
KRR_Source1,5.9993455984199775,500,50
NN_Source1,4.958449415358012,500,50
XGBoost_Source2,4.549041296495532,500,50
KRR_Source2,4.358776380360501,500,50
NN_Source2,3.1259020184832456,500,50
XGBoost_Naive_Comb,3.1913453375295004,1000,50
KRR_Naive_Comb,1.7442818939409932,1000,50
NN_Naive_Comb,2.445617697788288,1000,50
XGBoost_Source1,4.267234237638019,1000,50
KRR_Source1,10.402250287238616,1000,50
NN_Source1,5.234377471296688,1000,50
XGBoost_Source2,3.991941627663938,1000,50
KRR_Source2,18.395841634391573,1000,50
NN_Source2,6.744892597408842,1000,50
XGBoost_Naive_Comb,3.296592093358911,2000,50
KRR_Naive_Comb,2.6809515360031644,2000,50
NN_Naive_Comb,3.4941413102782244,2000,50
XGBoost_Source1,5.561881631613399,2000,50
KRR_Source1,7.27836923242275,2000,50
NN_Source1,5.3750456008469225,2000,50
XGBoost_Source2,4.367729762068659,2000,50
KRR_Source2,10.174863481595422,2000,50
NN_Source2,7.839196486272685,2000,50
XGBoost_Naive_Comb,3.389340046447289,5000,50
KRR_Naive_Comb,3.593567293548426,5000,50
NN_Naive_Comb,3.5027819139311576,5000,50
XGBoost_Source1,5.041294307136083,5000,50
KRR_Source1,5.442310728487338,5000,50
NN_Source1,4.662471941391258,5000,50
XGBoost_Source2,5.275235119854809,5000,50
KRR_Source2,11.55219112158413,5000,50
NN_Source2,7.547816940813673,5000,50
XGBoost_Naive_Comb,0.633215739865708,100,100
KRR_Naive_Comb,0.5871284772336782,100,100
NN_Naive_Comb,0.6130376232648812,100,100
XGBoost_Source1,4.182916416770467,100,100
KRR_Source1,3.274434354032892,100,100
NN_Source1,5.489758914449525,100,100
XGBoost_Source2,5.030609186227832,100,100
KRR_Source2,8.618320991196523,100,100
NN_Source2,6.652001160218372,100,100
XGBoost_Naive_Comb,1.8171996800363184,200,100
KRR_Naive_Comb,0.7985035208049036,200,100
NN_Naive_Comb,0.827556929786541,200,100
XGBoost_Source1,4.66987917625601,200,100
KRR_Source1,5.43776393223831,200,100
NN_Source1,4.939938848527722,200,100
XGBoost_Source2,4.6164400398563785,200,100
KRR_Source2,6.547952710558922,200,100
NN_Source2,5.4497133878350335,200,100
XGBoost_Naive_Comb,2.093716312210298,500,100
KRR_Naive_Comb,0.9269031730842208,500,100
NN_Naive_Comb,0.7277053740411226,500,100
XGBoost_Source1,4.311202215937159,500,100
KRR_Source1,7.125327042521511,500,100
NN_Source1,5.258745644985835,500,100
XGBoost_Source2,3.98533435146591,500,100
KRR_Source2,2.4757187142137758,500,100
NN_Source2,4.097605614496561,500,100
XGBoost_Naive_Comb,3.4025120182929496,1000,100
KRR_Naive_Comb,1.5095969906076143,1000,100
NN_Naive_Comb,1.3491757639867337,1000,100
XGBoost_Source1,4.396370728560377,1000,100
KRR_Source1,10.12330146315012,1000,100
NN_Source1,6.598082187047551,1000,100
XGBoost_Source2,4.465623898366202,1000,100
KRR_Source2,22.173064826512693,1000,100
NN_Source2,8.865271902485093,1000,100
XGBoost_Naive_Comb,2.673618511465509,2000,100
KRR_Naive_Comb,2.074126793799399,2000,100
NN_Naive_Comb,2.113606429157211,2000,100
XGBoost_Source1,5.793828263170635,2000,100
KRR_Source1,6.62681284482505,2000,100
NN_Source1,5.136186079839539,2000,100
XGBoost_Source2,4.53436293967817,2000,100
KRR_Source2,9.715627943947164,2000,100
NN_Source2,7.637324985961063,2000,100
XGBoost_Naive_Comb,3.445560095473703,5000,100
KRR_Naive_Comb,3.034492567194698,5000,100
NN_Naive_Comb,2.959821827271873,5000,100
XGBoost_Source1,5.538202844909231,5000,100
KRR_Source1,5.717546466873469,5000,100
NN_Source1,5.193383612325651,5000,100
XGBoost_Source2,5.49663381674879,5000,100
KRR_Source2,13.612127353649912,5000,100
NN_Source2,7.7545332971654,5000,100
XGBoost_Naive_Comb,0.5577377741228021,100,150
KRR_Naive_Comb,0.5273789273384236,100,150
NN_Naive_Comb,0.5755961550223073,100,150
XGBoost_Source1,4.264969417793322,100,150
KRR_Source1,2.044049686135909,100,150
NN_Source1,4.085571703585106,100,150
XGBoost_Source2,5.121699346878709,100,150
KRR_Source2,6.053222414662299,100,150
NN_Source2,6.27132589593439,100,150
XGBoost_Naive_Comb,0.6726664102512708,200,150
KRR_Naive_Comb,0.5980485290161947,200,150
NN_Naive_Comb,0.5992548826960122,200,150
XGBoost_Source1,3.920512234643304,200,150
KRR_Source1,3.9934548266149954,200,150
NN_Source1,4.451229338394532,200,150
XGBoost_Source2,4.004553376083892,200,150
KRR_Source2,3.851838695417003,200,150
NN_Source2,5.878289007287882,200,150
XGBoost_Naive_Comb,1.966742994258084,500,150
KRR_Naive_Comb,0.8157517445440328,500,150
NN_Naive_Comb,0.8554139657346617,500,150
XGBoost_Source1,4.227287106015702,500,150
KRR_Source1,7.373471244792907,500,150
NN_Source1,5.007203050310817,500,150
XGBoost_Source2,3.833424756762333,500,150
KRR_Source2,3.993270400876919,500,150
NN_Source2,4.7376859683834285,500,150
XGBoost_Naive_Comb,2.383155249805461,1000,150
KRR_Naive_Comb,1.2104113759628623,1000,150
NN_Naive_Comb,1.3044872838620305,1000,150
XGBoost_Source1,4.245924565219842,1000,150
KRR_Source1,9.303230715627246,1000,150
NN_Source1,5.426088452711383,1000,150
XGBoost_Source2,5.043541308483446,1000,150
KRR_Source2,19.63841206068637,1000,150
NN_Source2,7.339253128026504,1000,150
XGBoost_Naive_Comb,2.3243226884263306,2000,150
KRR_Naive_Comb,1.6301367376847031,2000,150
NN_Naive_Comb,2.093220091414864,2000,150
XGBoost_Source1,5.941966668428722,2000,150
KRR_Source1,8.002221200749858,2000,150
NN_Source1,5.149593171313679,2000,150
XGBoost_Source2,4.2695505827925535,2000,150
KRR_Source2,10.192418233451225,2000,150
NN_Source2,7.093197466552774,2000,150
XGBoost_Naive_Comb,2.1041102977485564,5000,150
KRR_Naive_Comb,2.694241549534044,5000,150
NN_Naive_Comb,2.4018973730738264,5000,150
XGBoost_Source1,5.154880372260343,5000,150
KRR_Source1,4.8954372019178045,5000,150
NN_Source1,4.41664755786893,5000,150
XGBoost_Source2,4.902575055921543,5000,150
KRR_Source2,12.52245476588763,5000,150
NN_Source2,7.732661032849908,5000,150
XGBoost_Naive_Comb,0.5137572559712814,100,200
KRR_Naive_Comb,0.4777358757575308,100,200
NN_Naive_Comb,0.5226621427957728,100,200
XGBoost_Source1,4.969674185429104,100,200
KRR_Source1,5.278481567038002,100,200
NN_Source1,4.455217857269589,100,200
XGBoost_Source2,5.237424887138497,100,200
KRR_Source2,5.293401533153997,100,200
NN_Source2,6.276133594743997,100,200
XGBoost_Naive_Comb,0.5907472351745564,200,200
KRR_Naive_Comb,0.5546410441123586,200,200
NN_Naive_Comb,0.5532825364561427,200,200
XGBoost_Source1,4.385325418328299,200,200
KRR_Source1,4.104271354112317,200,200
NN_Source1,5.044224749556708,200,200
XGBoost_Source2,4.016737146207829,200,200
KRR_Source2,3.0046278947583693,200,200
NN_Source2,6.451720601611659,200,200
XGBoost_Naive_Comb,1.3804401551454608,500,200
KRR_Naive_Comb,0.6866862563042784,500,200
NN_Naive_Comb,0.7568334854899063,500,200
XGBoost_Source1,4.2526893396824965,500,200
KRR_Source1,6.76006378257099,500,200
NN_Source1,5.037160820219422,500,200
XGBoost_Source2,4.207345829980567,500,200
KRR_Source2,3.7224024826799855,500,200
NN_Source2,4.882531480174895,500,200
XGBoost_Naive_Comb,2.2932590055622897,1000,200
KRR_Naive_Comb,1.0925489392447874,1000,200
NN_Naive_Comb,1.1589956549610003,1000,200
XGBoost_Source1,4.53002991987578,1000,200
KRR_Source1,10.545366187630158,1000,200
NN_Source1,5.567838351804989,1000,200
XGBoost_Source2,4.009589106592232,1000,200
KRR_Source2,20.22358597232085,1000,200
NN_Source2,7.443387632376136,1000,200
XGBoost_Naive_Comb,2.662558230470633,2000,200
KRR_Naive_Comb,1.484091872820278,2000,200
NN_Naive_Comb,1.432330765915738,2000,200
XGBoost_Source1,5.9672521283145095,2000,200
KRR_Source1,6.28026132010443,2000,200
NN_Source1,5.513807171175562,2000,200
XGBoost_Source2,4.613685899686102,2000,200
KRR_Source2,9.852301894246214,2000,200
NN_Source2,8.03269539395725,2000,200
XGBoost_Naive_Comb,1.820036820563808,5000,200
KRR_Naive_Comb,2.30738048821599,5000,200
NN_Naive_Comb,1.9720704606061856,5000,200
XGBoost_Source1,5.053172056116741,5000,200
KRR_Source1,4.756782637153548,5000,200
NN_Source1,4.610946466788533,5000,200
XGBoost_Source2,5.03097906907427,5000,200
KRR_Source2,11.639591559452688,5000,200
NN_Source2,7.243549612745799,5000,200
XGBoost_Naive_Comb,0.4719960518223702,100,250
KRR_Naive_Comb,0.4690671635426529,100,250
NN_Naive_Comb,0.4563485271230491,100,250
XGBoost_Source1,4.736752983886913,100,250
KRR_Source1,5.582888262248558,100,250
NN_Source1,5.108293402746948,100,250
XGBoost_Source2,4.008715287687348,100,250
KRR_Source2,6.59972517909961,100,250
NN_Source2,7.845512623854721,100,250
XGBoost_Naive_Comb,0.5715732560920825,200,250
KRR_Naive_Comb,0.4852868241411266,200,250
NN_Naive_Comb,0.5294482986515069,200,250
XGBoost_Source1,4.43834156709541,200,250
KRR_Source1,5.356636058008679,200,250
NN_Source1,5.441972128940876,200,250
XGBoost_Source2,4.304781690335345,200,250
KRR_Source2,4.5474160603097,200,250
NN_Source2,6.609514147697466,200,250
XGBoost_Naive_Comb,1.5553854180664144,500,250
KRR_Naive_Comb,0.6847750456167365,500,250
NN_Naive_Comb,0.7037312628214341,500,250
XGBoost_Source1,4.1321980167442165,500,250
KRR_Source1,5.715627950305088,500,250
NN_Source1,5.198114704516407,500,250
XGBoost_Source2,4.352294597752044,500,250
KRR_Source2,8.927841652644062,500,250
NN_Source2,5.996039067765565,500,250
XGBoost_Naive_Comb,2.0599194472954783,1000,250
KRR_Naive_Comb,0.8217106475947515,1000,250
NN_Naive_Comb,0.8790793693948962,1000,250
XGBoost_Source1,4.605647105401761,1000,250
KRR_Source1,10.037618591522222,1000,250
NN_Source1,4.72878750901099,1000,250
XGBoost_Source2,3.9826528758998574,1000,250
KRR_Source2,24.044119652329314,1000,250
NN_Source2,9.099506878748112,1000,250
XGBoost_Naive_Comb,2.512033609797856,2000,250
KRR_Naive_Comb,1.1291057393399035,2000,250
NN_Naive_Comb,1.3217033112474166,2000,250
XGBoost_Source1,5.997762340983681,2000,250
KRR_Source1,6.57916349812014,2000,250
NN_Source1,6.391491994621642,2000,250
XGBoost_Source2,4.824592721491593,2000,250
KRR_Source2,10.210942281113375,2000,250
NN_Source2,8.08660582541592,2000,250
XGBoost_Naive_Comb,2.3915351636084505,5000,250
KRR_Naive_Comb,2.0266819183105915,5000,250
NN_Naive_Comb,2.398339682178328,5000,250
XGBoost_Source1,5.551195379505086,5000,250
KRR_Source1,5.609068318215744,5000,250
NN_Source1,4.790916512703831,5000,250
XGBoost_Source2,4.797958543534893,5000,250
KRR_Source2,12.005606332113889,5000,250
NN_Source2,7.3052928135661315,5000,250
XGBoost_Naive_Comb,1.3175068921239732,100,50
KRR_Naive_Comb,0.7323127538604517,100,50
NN_Naive_Comb,1.070984278798932,100,50
XGBoost_Source1,4.657618178239392,100,50
KRR_Source1,3.985671496107747,100,50
NN_Source1,4.804332044867193,100,50
XGBoost_Source2,5.693080167048202,100,50
KRR_Source2,7.075704247406377,100,50
NN_Source2,6.222142707492125,100,50
XGBoost_Naive_Comb,3.220579703467064,200,50
KRR_Naive_Comb,0.8060474844253718,200,50
NN_Naive_Comb,1.1258076505237975,200,50
XGBoost_Source1,4.626199012221727,200,50
KRR_Source1,2.726617628650078,200,50
NN_Source1,5.6616780240062825,200,50
XGBoost_Source2,3.5836479968497987,200,50
KRR_Source2,3.7124920693216894,200,50
NN_Source2,3.0726418463798235,200,50
XGBoost_Naive_Comb,1.7729212539961954,500,50
KRR_Naive_Comb,1.0400614805484192,500,50
NN_Naive_Comb,1.3983354677396442,500,50
XGBoost_Source1,4.308612601939287,500,50
KRR_Source1,7.35454042354072,500,50
NN_Source1,4.859902106040356,500,50
XGBoost_Source2,4.143549500046906,500,50
KRR_Source2,4.044169892959202,500,50
NN_Source2,3.9765449642426502,500,50
XGBoost_Naive_Comb,2.380514398001791,1000,50
KRR_Naive_Comb,2.199396931513562,1000,50
NN_Naive_Comb,1.7502245230833728,1000,50
XGBoost_Source1,4.139231972209508,1000,50
KRR_Source1,7.242501651243133,1000,50
NN_Source1,4.524780286395671,1000,50
XGBoost_Source2,5.678773184381435,1000,50
KRR_Source2,22.777089289679,1000,50
NN_Source2,11.733221953986035,1000,50
XGBoost_Naive_Comb,2.9718531863145103,2000,50
KRR_Naive_Comb,2.3652071497683536,2000,50
NN_Naive_Comb,2.164761563308517,2000,50
XGBoost_Source1,5.187917394712219,2000,50
KRR_Source1,5.516029065660856,2000,50
NN_Source1,4.095396608700841,2000,50
XGBoost_Source2,3.659374971009783,2000,50
KRR_Source2,10.268479055374415,2000,50
NN_Source2,7.479521870235595,2000,50
XGBoost_Naive_Comb,3.080792904468599,5000,50
KRR_Naive_Comb,3.634166779187926,5000,50
NN_Naive_Comb,4.312399449914141,5000,50
XGBoost_Source1,5.510857598507042,5000,50
KRR_Source1,6.153093884048123,5000,50
NN_Source1,4.524200373436457,5000,50
XGBoost_Source2,3.725511459422332,5000,50
KRR_Source2,11.653920937249865,5000,50
NN_Source2,7.419838020238826,5000,50
XGBoost_Naive_Comb,0.4737210413450762,100,100
KRR_Naive_Comb,0.477402270725462,100,100
NN_Naive_Comb,0.5624533193965391,100,100
XGBoost_Source1,4.076896690563699,100,100
KRR_Source1,1.5960633156098722,100,100
NN_Source1,6.138204162904594,100,100
XGBoost_Source2,3.918937352087479,100,100
KRR_Source2,4.424888682453397,100,100
NN_Source2,4.891432377934699,100,100
XGBoost_Naive_Comb,1.1304666372513097,200,100
KRR_Naive_Comb,0.6078032505573663,200,100
NN_Naive_Comb,0.665789903164565,200,100
XGBoost_Source1,4.019759124678238,200,100
KRR_Source1,3.158222316996429,200,100
NN_Source1,4.981172527642936,200,100
XGBoost_Source2,3.7188841199580542,200,100
KRR_Source2,3.2996258994665237,200,100
NN_Source2,4.085011094888953,200,100
XGBoost_Naive_Comb,1.3912673632192365,500,100
KRR_Naive_Comb,0.8785089616515582,500,100
NN_Naive_Comb,0.914437321226628,500,100
XGBoost_Source1,4.0528761328501774,500,100
KRR_Source1,6.879233750000848,500,100
NN_Source1,6.555905011802987,500,100
XGBoost_Source2,3.3755815688873168,500,100
KRR_Source2,4.1905925088281135,500,100
NN_Source2,6.749913420953671,500,100
