Method,MSE,source_size,target_size
TKRR,0.3335695972106645,100,100
CDAR,0.3149345870536388,100,100
DARC,1.1254850120235589,100,100
TKRR,0.3335665306282522,200,100
CDAR,0.3117372762521144,200,100
DARC,0.8168534526996593,200,100
TKRR,0.3438368182951324,500,100
CDAR,0.3074181429087295,500,100
DARC,0.5786152845689031,500,100
TKRR,0.3471144107054653,1000,100
CDAR,0.3111079218984362,1000,100
DARC,0.4136456120764124,1000,100
TKRR,0.3289136912088143,2000,100
CDAR,0.3319430866438921,2000,100
DARC,3.8570783193939153,2000,100
TKRR,0.3048461443657315,100,150
CDAR,0.3231312354213886,100,150
DARC,0.5103365348001242,100,150
TKRR,0.3052318567990963,200,150
CDAR,0.3358709072941761,200,150
DARC,2.171862121164046,200,150
TKRR,0.3144277449310781,500,150
CDAR,0.3306199250052357,500,150
DARC,0.6249502737483192,500,150
TKRR,0.3155787128601318,1000,150
CDAR,0.3234059904848894,1000,150
DARC,1.2621141947476802,1000,150
TKRR,0.3009178646896996,2000,150
CDAR,0.310084394971225,2000,150
DARC,4.133489246243427,2000,150
TKRR,0.3089085812669516,100,200
CDAR,0.312696356492967,100,200
DARC,0.5002372692445561,100,200
TKRR,0.3013518545739692,200,200
CDAR,0.316966774732189,200,200
DARC,0.7376561597230203,200,200
TKRR,0.3069881140227029,500,200
CDAR,0.3206383521182704,500,200
DARC,1.941683771469084,500,200
TKRR,0.3168393196041095,1000,200
CDAR,0.3482199604543699,1000,200
DARC,2.9486773702200675,1000,200
TKRR,0.3028128097348821,2000,200
CDAR,0.3112915154260504,2000,200
DARC,2.0504301474312685,2000,200
TKRR,0.3009214646456412,100,250
CDAR,0.3054985520151149,100,250
DARC,1.5808541063725536,100,250
TKRR,0.3718422050282842,200,250
CDAR,0.3114148615608554,200,250
DARC,1.6553402015636665,200,250
TKRR,0.3070538801780015,500,250
CDAR,0.3239426282256697,500,250
DARC,0.6360185662586352,500,250
TKRR,0.3062014724083969,1000,250
CDAR,0.3046034225471913,1000,250
DARC,0.3448236648939212,1000,250
TKRR,0.3100508914499811,2000,250
CDAR,0.3050613209011222,2000,250
DARC,0.4838801188631084,2000,250
TKRR,0.3558385244466966,100,50
CDAR,0.33250058490205,100,50
DARC,0.7782313770194873,100,50
TKRR,0.3401635157477254,200,50
CDAR,0.3205225317618321,200,50
DARC,1.0677733203390052,200,50
TKRR,0.3418186100950919,500,50
CDAR,0.3408396317516146,500,50
DARC,1.238148774160741,500,50
TKRR,0.3383283182490736,1000,50
CDAR,0.3224266280426555,1000,50
DARC,0.7580649433939991,1000,50
TKRR,0.4127623963349304,2000,50
CDAR,0.3263846797666823,2000,50
DARC,5.717098982653588,2000,50
TKRR,0.3121498221858048,100,100
CDAR,0.3161319352110031,100,100
DARC,0.4143368436799101,100,100
TKRR,0.3047609728801652,200,100
CDAR,0.3059967947590365,200,100
DARC,1.4942547218538682,200,100
TKRR,0.311249595733703,500,100
CDAR,0.323386670987298,500,100
DARC,1.7585548488464693,500,100
TKRR,0.3076110879932779,1000,100
CDAR,0.3177132410146947,1000,100
DARC,4.015072776952771,1000,100
TKRR,0.3028189331498254,2000,100
CDAR,0.3006248717783419,2000,100
DARC,0.3466372249985087,2000,100
TKRR,0.3180543507842121,100,150
CDAR,0.3228320811714608,100,150
DARC,0.3457242288009254,100,150
TKRR,0.3092620102728511,200,150
CDAR,0.3069554335730281,200,150
DARC,2.105136341078101,200,150
TKRR,0.3132361963497758,500,150
CDAR,0.3016921106961195,500,150
DARC,0.4317237834136332,500,150
TKRR,0.3132363838628012,1000,150
CDAR,0.3262253285086408,1000,150
DARC,2.0084302006356523,1000,150
TKRR,0.3221713482775184,2000,150
CDAR,0.2998235758834575,2000,150
DARC,1.7772571891105773,2000,150
TKRR,0.3194677457813823,100,200
CDAR,0.3152344667411682,100,200
DARC,0.3232734497900255,100,200
TKRR,0.3371639189090065,200,200
CDAR,0.2957658878706792,200,200
DARC,1.366216025137427,200,200
TKRR,0.3123928071706899,500,200
CDAR,0.3011753551260788,500,200
DARC,0.3809322392440573,500,200
TKRR,0.323834057553022,1000,200
CDAR,0.3069567598437784,1000,200
DARC,1.0317971662523044,1000,200
TKRR,0.3178591652918887,2000,200
CDAR,0.3605525447953013,2000,200
DARC,1.0327399927283163,2000,200
TKRR,0.3136286634391219,100,250
CDAR,0.3145690764271118,100,250
DARC,0.3546864303031709,100,250
TKRR,0.3136358521071143,200,250
CDAR,0.3190934231333408,200,250
DARC,0.4837205662753817,200,250
TKRR,0.3046245045466253,500,250
CDAR,0.3016497146409845,500,250
DARC,0.4890843173247176,500,250
TKRR,0.3252607060587326,1000,250
CDAR,0.323124239848792,1000,250
DARC,0.9654104710169696,1000,250
TKRR,0.3085205463185778,2000,250
CDAR,0.3045841812322436,2000,250
DARC,1.7726146602286643,2000,250
TKRR,0.337666050276418,100,50
CDAR,0.3105949351489989,100,50
DARC,2.183520989095205,100,50
TKRR,0.3629390862835224,200,50
CDAR,0.3229327790332376,200,50
DARC,2.6083533184395176,200,50
TKRR,0.3466865626912613,500,50
CDAR,0.3130229171346467,500,50
DARC,2.235677694810827,500,50
TKRR,0.4178136793010177,1000,50
CDAR,0.32772685050925,1000,50
DARC,1.8598696846623264,1000,50
TKRR,0.4604118144588153,2000,50
CDAR,0.3126642439167341,2000,50
DARC,3.9999747567006554,2000,50
TKRR,0.3258852478449541,100,100
CDAR,0.3054278962589849,100,100
DARC,1.2414411408230883,100,100
TKRR,0.3115822530508854,200,100
CDAR,0.3268707498272047,200,100
DARC,0.966892135231104,200,100
TKRR,0.3264883662581397,500,100
CDAR,0.3069422188228013,500,100
DARC,0.4769101306234082,500,100
TKRR,0.3468111957878596,1000,100
CDAR,0.3107254534487955,1000,100
DARC,0.5963445909579752,1000,100
TKRR,0.3152422719253954,2000,100
CDAR,0.3127265903923361,2000,100
DARC,2.966922031724215,2000,100
TKRR,0.3253461848402646,100,150
CDAR,0.3172611932691505,100,150
DARC,0.4571606343279536,100,150
TKRR,0.3152746290094386,200,150
CDAR,0.3094527604719267,200,150
DARC,0.4557615517755854,200,150
TKRR,0.3162798236541177,500,150
CDAR,0.3174244751397951,500,150
DARC,0.601515568081753,500,150
TKRR,0.3293452498006102,1000,150
CDAR,0.3242784693042362,1000,150
DARC,1.2146631081553638,1000,150
TKRR,0.3235621518916776,2000,150
CDAR,0.313707913319729,2000,150
DARC,0.5202468507122072,2000,150
TKRR,0.3196470714765881,100,200
CDAR,0.3100545279851316,100,200
DARC,0.4546684898875271,100,200
TKRR,0.3231845228388633,200,200
CDAR,0.3305176658326537,200,200
DARC,0.524938842576451,200,200
TKRR,0.308457820210437,500,200
CDAR,0.3101678099571245,500,200
DARC,1.1607054729115365,500,200
TKRR,0.323503808125113,1000,200
CDAR,0.3164574371417102,1000,200
DARC,1.3959851931625602,1000,200
TKRR,0.31805793426129,2000,200
CDAR,0.3086456085798952,2000,200
DARC,1.075903838447232,2000,200
TKRR,0.3007802863810951,100,250
CDAR,0.3061596296052659,100,250
DARC,0.3842985994493663,100,250
TKRR,0.3084970424144468,200,250
CDAR,0.3164885508581792,200,250
DARC,0.5910806242145232,200,250
TKRR,0.2919662942184167,500,250
CDAR,0.3284574145186701,500,250
DARC,0.7887307387801534,500,250
TKRR,0.2988694677020067,1000,250
CDAR,0.3213168222112847,1000,250
DARC,0.3298378985025216,1000,250
TKRR,0.322294743694437,2000,250
CDAR,0.3046495417960087,2000,250
DARC,1.038549931035205,2000,250
TKRR,0.3984148339378857,100,50
CDAR,0.3274826334879575,100,50
DARC,0.9322522800397148,100,50
TKRR,0.4864227905337084,200,50
CDAR,0.3602623074129414,200,50
DARC,2.6120910217902584,200,50
TKRR,0.3746071419463753,500,50
CDAR,0.3650630297575634,500,50
DARC,1.6714473826661098,500,50
TKRR,0.3705104897686041,1000,50
CDAR,0.3332670653459035,1000,50
DARC,4.211474101826455,1000,50
TKRR,0.3688279482564899,2000,50
CDAR,0.3608906495871462,2000,50
DARC,3.209241133833553,2000,50
TKRR,0.3334662437208556,100,100
CDAR,0.3159280934697821,100,100
DARC,1.292413598315725,100,100
TKRR,0.3361618090020329,200,100
CDAR,0.3637784820898576,200,100
DARC,0.8625468067854279,200,100
TKRR,0.3376273589258283,500,100
CDAR,0.3840014497936829,500,100
DARC,0.8824101215572461,500,100
TKRR,0.3279201711754908,1000,100
CDAR,0.3150738671233976,1000,100
DARC,2.6392018706961107,1000,100
TKRR,0.3401859050317379,2000,100
CDAR,0.3616561056492099,2000,100
DARC,4.212500947525264,2000,100
TKRR,0.3430902763942237,100,150
CDAR,0.3109665544943457,100,150
DARC,1.045612573381459,100,150
TKRR,0.3564452112723643,200,150
CDAR,0.3131973764330529,200,150
DARC,1.7563472238496305,200,150
TKRR,0.3381083359572344,500,150
CDAR,0.3562796138223314,500,150
DARC,1.4453253504921229,500,150
TKRR,0.3075770446911306,1000,150
CDAR,0.3151423999558486,1000,150
DARC,1.7886366490174117,1000,150
TKRR,0.322259454893042,2000,150
CDAR,0.3262150398734834,2000,150
DARC,0.6326784238659314,2000,150
TKRR,0.3159699723434353,100,200
CDAR,0.3026374432969577,100,200
DARC,0.372786370500771,100,200
TKRR,0.311449159193909,200,200
CDAR,0.3343881998780757,200,200
DARC,0.5365058267423348,200,200
TKRR,0.3223298529667892,500,200
CDAR,0.3143913349589377,500,200
DARC,0.6243476138521671,500,200
TKRR,0.3265232677118497,1000,200
CDAR,0.3267197652059097,1000,200
DARC,2.72230825392091,1000,200
TKRR,0.3205814119590435,2000,200
CDAR,0.3174155798811897,2000,200
DARC,0.4167595621338291,2000,200
TKRR,0.3280408351957378,100,250
CDAR,0.3386387384690677,100,250
DARC,0.5189263198876791,100,250
TKRR,0.3260873836014168,200,250
CDAR,0.3107412209079503,200,250
DARC,1.5906485201989282,200,250
TKRR,0.3301819287439243,500,250
CDAR,0.3375059624034279,500,250
DARC,0.566928786516833,500,250
TKRR,0.3203471896599972,1000,250
CDAR,0.3227031294195299,1000,250
DARC,0.976061545861715,1000,250
TKRR,0.3215376155875119,2000,250
CDAR,0.3250805952213391,2000,250
DARC,2.4814600065189394,2000,250
TKRR,0.3364085241549422,100,50
CDAR,0.3290208278718852,100,50
DARC,0.6789340026691322,100,50
TKRR,0.3331864102449602,200,50
CDAR,0.5109929462600991,200,50
DARC,0.4387842860384331,200,50
TKRR,0.3341323738627927,500,50
CDAR,0.3227928974556636,500,50
DARC,2.392513737708728,500,50
TKRR,0.3303695631222967,1000,50
CDAR,0.3129210276663061,1000,50
DARC,2.7306415785299536,1000,50
TKRR,0.5524963482693512,2000,50
CDAR,0.333059983295076,2000,50
DARC,2.6481728503593724,2000,50
TKRR,0.319613438751365,100,100
CDAR,0.3230578226120036,100,100
DARC,0.520649796943348,100,100
TKRR,0.3204446391210483,200,100
CDAR,0.3092866670224337,200,100
DARC,1.2872424296486848,200,100
TKRR,0.3115405414705619,500,100
CDAR,0.3112169597784573,500,100
DARC,1.0611073886968128,500,100
TKRR,0.3157376515689228,1000,100
CDAR,0.3046212962350294,1000,100
DARC,0.4360336153701948,1000,100
TKRR,0.3250827258944834,2000,100
CDAR,0.3167612628924435,2000,100
DARC,0.4166737687874906,2000,100
TKRR,0.3024159846463234,100,150
CDAR,0.3295005950392327,100,150
DARC,1.107563496638283,100,150
TKRR,0.3082309046828523,200,150
CDAR,0.3067231918740374,200,150
DARC,0.5053625399344317,200,150
TKRR,0.3077362450756801,500,150
CDAR,0.3211186137386255,500,150
DARC,0.3679254599860777,500,150
TKRR,0.3082313790733853,1000,150
CDAR,0.3132613357545761,1000,150
DARC,0.7371394753662662,1000,150
TKRR,0.3128890894600515,2000,150
CDAR,0.3323866485498688,2000,150
DARC,0.4433679619053386,2000,150
TKRR,0.3355532188963626,100,200
CDAR,0.3028400618046788,100,200
DARC,0.500092852457567,100,200
TKRR,0.3152361445483601,200,200
CDAR,0.3021292233105011,200,200
DARC,0.4850315479947663,200,200
TKRR,0.3183554169295757,500,200
CDAR,0.3117824211234962,500,200
DARC,1.5044419414746852,500,200
TKRR,0.3200476209120251,1000,200
CDAR,0.3062021316921109,1000,200
DARC,0.581744371474703,1000,200
TKRR,0.3291473720998182,2000,200
CDAR,0.3564712013554428,2000,200
DARC,2.508620934812998,2000,200
TKRR,0.2992914146259005,100,250
CDAR,0.2945793274938802,100,250
DARC,1.2548757946158542,100,250
TKRR,0.2903884598069726,200,250
CDAR,0.3043171429142067,200,250
DARC,0.4680953359842595,200,250
TKRR,0.3033990516081138,500,250
CDAR,0.3184994950009844,500,250
DARC,1.0576927717982685,500,250
TKRR,0.2968983904463073,1000,250
CDAR,0.2992428552662166,1000,250
DARC,2.506420230940063,1000,250
TKRR,0.298769381845349,2000,250
CDAR,0.3176336405112921,2000,250
DARC,4.063517003501986,2000,250
TKRR,0.3263146837626989,100,50
CDAR,0.3778143525191954,100,50
DARC,1.885632163619693,100,50
TKRR,0.3289838909966245,200,50
CDAR,0.31867762758556,200,50
DARC,0.8679704563665473,200,50
TKRR,0.3348593422196072,500,50
CDAR,0.3400518134661398,500,50
DARC,3.601781082451978,500,50
TKRR,0.3203428656767841,1000,50
CDAR,0.3131959872610731,1000,50
DARC,1.4473043202113958,1000,50
TKRR,0.3249871480605047,2000,50
CDAR,0.3174743270900509,2000,50
DARC,3.916258838968451,2000,50
TKRR,0.3165728293443459,100,100
CDAR,0.3034239289673247,100,100
DARC,1.199222295811183,100,100
TKRR,0.3219707457742941,200,100
CDAR,0.3180056897272689,200,100
DARC,0.5245698196543657,200,100
TKRR,0.3654301993659365,500,100
CDAR,0.3399328687676489,500,100
DARC,0.4783800603406387,500,100
TKRR,0.3133598455306526,1000,100
CDAR,0.326018770039749,1000,100
DARC,1.378124438930929,1000,100
TKRR,0.3262910059029878,2000,100
CDAR,0.3190439530129585,2000,100
DARC,4.306616273146708,2000,100
TKRR,0.334484721567762,100,150
CDAR,0.3154167372742656,100,150
DARC,1.258881612069071,100,150
TKRR,0.327939617605666,200,150
CDAR,0.3527354712978259,200,150
DARC,0.5825200767354,200,150
TKRR,0.3348079533718419,500,150
CDAR,0.3288829286778662,500,150
DARC,2.8452106831799706,500,150
TKRR,0.3443934773480827,1000,150
CDAR,0.3745575246304363,1000,150
DARC,2.3256491106169226,1000,150
TKRR,0.3140654015887709,2000,150
CDAR,0.3117741544548562,2000,150
DARC,0.4279859191355054,2000,150
TKRR,0.3127108769919186,100,200
CDAR,0.3231331817827328,100,200
DARC,0.6754877599322932,100,200
TKRR,0.3202905845239845,200,200
CDAR,0.298128960697917,200,200
DARC,0.8530156504847997,200,200
TKRR,0.3180760364123314,500,200
CDAR,0.3599389427217871,500,200
DARC,0.4618266994811191,500,200
TKRR,0.3027103396111755,1000,200
CDAR,0.3335501539531263,1000,200
DARC,2.2084398018407265,1000,200
TKRR,0.3120029079377518,2000,200
CDAR,0.3245086559541775,2000,200
DARC,1.234795683219114,2000,200
TKRR,0.3137893251631051,100,250
CDAR,0.3264816514934142,100,250
DARC,0.4026501109495463,100,250
TKRR,0.3171105956160254,200,250
CDAR,0.3037668100119108,200,250
DARC,1.8691809440381868,200,250
TKRR,0.3100095541814882,500,250
CDAR,0.3317643788786961,500,250
DARC,1.0700507143011644,500,250
TKRR,0.2952100984062468,1000,250
CDAR,0.2926414047598528,1000,250
DARC,2.00368541318837,1000,250
TKRR,0.3217706010375439,2000,250
CDAR,0.2973959435848429,2000,250
DARC,0.300601865750554,2000,250
TKRR,0.3648989326490912,100,50
CDAR,0.3668328795154683,100,50
DARC,0.5888799967705564,100,50
TKRR,0.3461715974121467,200,50
CDAR,0.3325289291302125,200,50
DARC,1.1311395947935032,200,50
TKRR,0.3420426322194124,500,50
CDAR,0.7557350907123539,500,50
DARC,2.590903048681142,500,50
TKRR,0.3426783668426083,1000,50
CDAR,0.334309957721,1000,50
DARC,4.736601359563874,1000,50
TKRR,0.3565194709954667,2000,50
CDAR,0.3497028164902147,2000,50
DARC,2.0458249103267487,2000,50
TKRR,0.3517696954978088,100,100
CDAR,0.3196300979085964,100,100
DARC,0.4311269365471558,100,100
TKRR,0.355215592783148,200,100
CDAR,0.3275174597602738,200,100
DARC,1.0258551406089396,200,100
TKRR,0.3529660124300863,500,100
CDAR,0.3586360759620332,500,100
DARC,2.361719051225418,500,100
TKRR,0.345754853064948,1000,100
CDAR,0.322477039400892,1000,100
DARC,1.2459732300084303,1000,100
TKRR,0.3606051544160182,2000,100
CDAR,0.3634801810285102,2000,100
