Method,Metric,Value,source_target_ratio,source_size,target_size
Engression_Only,W1_to_target,2.037576240404298,20,2000,100
Mean_Matching,XGBoost,0.2920174621448819,20,2000,100
Mean_Matching,KRR,0.2996938514794802,20,2000,100
Mean_Matching,NN,0.2954913285049708,20,2000,100
Mean_Matching,W1_to_target,0.1710942732519199,20,2000,100
OT_Calibration,XGBoost,0.5151630106213239,20,2000,100
OT_Calibration,KRR,0.6046788889319602,20,2000,100
OT_Calibration,NN,0.6573336844896916,20,2000,100
OT_Calibration,W1_to_target,0.0995730029779602,20,2000,100
TLCQM,XGBoost,0.2880505822363217,20,2000,100
TLCQM,KRR,0.2906863001421348,20,2000,100
TLCQM,NN,0.285141160613147,20,2000,100
TLCQM,W1_to_target,0.0319944191547027,20,2000,100
TLCQM,AvgPinball,0.1606452443170494,20,2000,100
TLCQM,CRPS,0.2928256753913993,20,2000,100
Engression_Only,XGBoost,3.747984666642159,30,3000,100
Engression_Only,KRR,2.776741176013856,30,3000,100
Engression_Only,NN,3.86814780366573,30,3000,100
Engression_Only,W1_to_target,2.098392193709971,30,3000,100
Mean_Matching,XGBoost,0.2920841335876623,30,3000,100
Mean_Matching,KRR,0.2992960056496218,30,3000,100
Mean_Matching,NN,0.2949038761649731,30,3000,100
Mean_Matching,W1_to_target,0.3600393809556506,30,3000,100
OT_Calibration,XGBoost,0.5722756889747357,30,3000,100
OT_Calibration,KRR,0.6177353815347102,30,3000,100
OT_Calibration,NN,0.6248939128021964,30,3000,100
OT_Calibration,W1_to_target,0.1958299891938809,30,3000,100
TLCQM,XGBoost,0.2954748047026865,30,3000,100
TLCQM,KRR,0.298350732267894,30,3000,100
TLCQM,NN,0.2941984007638986,30,3000,100
TLCQM,W1_to_target,0.0354785146334851,30,3000,100
TLCQM,AvgPinball,0.1640332441138811,30,3000,100
TLCQM,CRPS,0.299497316367921,30,3000,100
Engression_Only,XGBoost,0.5029303158800097,1,150,150
Engression_Only,KRR,0.5490802144766848,1,150,150
Engression_Only,NN,0.5636341902576252,1,150,150
Engression_Only,W1_to_target,1.9651347108704584,1,150,150
Mean_Matching,XGBoost,0.2983728256532146,1,150,150
Mean_Matching,KRR,0.302539131766512,1,150,150
Mean_Matching,NN,0.3030388045469006,1,150,150
Mean_Matching,W1_to_target,0.3948479356794541,1,150,150
OT_Calibration,XGBoost,0.3807786553158654,1,150,150
OT_Calibration,KRR,0.3815816357526611,1,150,150
OT_Calibration,NN,0.401128290011076,1,150,150
OT_Calibration,W1_to_target,1.2070661504632711,1,150,150
TLCQM,XGBoost,0.3008313752378605,1,150,150
TLCQM,KRR,0.3056538637884623,1,150,150
TLCQM,NN,0.3017185201751708,1,150,150
TLCQM,W1_to_target,0.0478512941108162,1,150,150
TLCQM,AvgPinball,0.1579540605667335,1,150,150
TLCQM,CRPS,0.2888787637164167,1,150,150
Engression_Only,XGBoost,3.1033163531198187,2,300,150
Engression_Only,KRR,1.247053220738173,2,300,150
Engression_Only,NN,2.0032138511983395,2,300,150
Engression_Only,W1_to_target,1.980104508692893,2,300,150
Mean_Matching,XGBoost,0.3016511073863097,2,300,150
Mean_Matching,KRR,0.3002132813566673,2,300,150
Mean_Matching,NN,0.3089034087472462,2,300,150
Mean_Matching,W1_to_target,0.2993029627112273,2,300,150
OT_Calibration,XGBoost,0.3855971548742974,2,300,150
OT_Calibration,KRR,0.3817377208653645,2,300,150
OT_Calibration,NN,0.4502240642505844,2,300,150
OT_Calibration,W1_to_target,0.3757207796121125,2,300,150
TLCQM,XGBoost,0.3003061740444617,2,300,150
TLCQM,KRR,0.3024301388241657,2,300,150
TLCQM,NN,0.3052649091961881,2,300,150
TLCQM,W1_to_target,0.0480865107699768,2,300,150
TLCQM,AvgPinball,0.167953856194928,2,300,150
TLCQM,CRPS,0.3073542566983765,2,300,150
Engression_Only,XGBoost,2.4000060845043123,5,750,150
Engression_Only,KRR,1.2041458902645936,5,750,150
Engression_Only,NN,2.3000553235340924,5,750,150
Engression_Only,W1_to_target,1.929795907381555,5,750,150
Mean_Matching,XGBoost,0.2951172733419037,5,750,150
Mean_Matching,KRR,0.2840462909366766,5,750,150
Mean_Matching,NN,0.3008008500863779,5,750,150
Mean_Matching,W1_to_target,0.3165684963377265,5,750,150
OT_Calibration,XGBoost,0.3760987591529069,5,750,150
OT_Calibration,KRR,0.4433010927945617,5,750,150
OT_Calibration,NN,0.4231240030894881,5,750,150
OT_Calibration,W1_to_target,0.6174416867003326,5,750,150
TLCQM,XGBoost,0.297414007449667,5,750,150
TLCQM,KRR,0.2854283982555064,5,750,150
TLCQM,NN,0.3038211955862922,5,750,150
TLCQM,W1_to_target,0.0492844220226149,5,750,150
TLCQM,AvgPinball,0.1620699240331223,5,750,150
TLCQM,CRPS,0.2969705831158377,5,750,150
Engression_Only,XGBoost,3.3522683326871143,10,1500,150
Engression_Only,KRR,1.9197779769354189,10,1500,150
Engression_Only,NN,2.8763949083856413,10,1500,150
Engression_Only,W1_to_target,1.936393270749648,10,1500,150
Mean_Matching,XGBoost,0.2881971781266627,10,1500,150
Mean_Matching,KRR,0.2852925935373746,10,1500,150
Mean_Matching,NN,0.2899859623362628,10,1500,150
Mean_Matching,W1_to_target,0.2722062562547613,10,1500,150
OT_Calibration,XGBoost,0.4566258488765208,10,1500,150
OT_Calibration,KRR,0.4761462919361343,10,1500,150
OT_Calibration,NN,0.4879240417209035,10,1500,150
OT_Calibration,W1_to_target,0.2531350205499162,10,1500,150
TLCQM,XGBoost,0.28643677100043,10,1500,150
TLCQM,KRR,0.2828713056517194,10,1500,150
TLCQM,NN,0.2873162705751518,10,1500,150
TLCQM,W1_to_target,0.0484338104458126,10,1500,150
TLCQM,AvgPinball,0.1596136572146898,10,1500,150
TLCQM,CRPS,0.2922897616793813,10,1500,150
Engression_Only,XGBoost,3.6221093056808327,15,2250,150
Engression_Only,KRR,2.4718641806318526,15,2250,150
Engression_Only,NN,3.7815635213184695,15,2250,150
Engression_Only,W1_to_target,1.921347066558446,15,2250,150
Mean_Matching,XGBoost,0.3021998218833264,15,2250,150
Mean_Matching,KRR,0.2996833824311009,15,2250,150
Mean_Matching,NN,0.3052352270143898,15,2250,150
Mean_Matching,W1_to_target,0.2661663105490336,15,2250,150
OT_Calibration,XGBoost,0.5503095103534152,15,2250,150
OT_Calibration,KRR,0.5853647875796516,15,2250,150
OT_Calibration,NN,0.609504897875509,15,2250,150
OT_Calibration,W1_to_target,0.3155666779409186,15,2250,150
TLCQM,XGBoost,0.3028756903564457,15,2250,150
TLCQM,KRR,0.2938747880346155,15,2250,150
TLCQM,NN,0.3040147931988286,15,2250,150
TLCQM,W1_to_target,0.0485558553861781,15,2250,150
TLCQM,AvgPinball,0.1589781282733613,15,2250,150
TLCQM,CRPS,0.2911336211485137,15,2250,150
Engression_Only,XGBoost,3.5289673523050795,20,3000,150
Engression_Only,KRR,2.428942727758094,20,3000,150
Engression_Only,NN,3.5154778498860835,20,3000,150
Engression_Only,W1_to_target,1.9808056279376347,20,3000,150
Mean_Matching,XGBoost,0.3043440695299642,20,3000,150
Mean_Matching,KRR,0.2930686156516936,20,3000,150
Mean_Matching,NN,0.305078466412396,20,3000,150
Mean_Matching,W1_to_target,0.2903774327056129,20,3000,150
OT_Calibration,XGBoost,0.5419497725890429,20,3000,150
OT_Calibration,KRR,0.5555536669688502,20,3000,150
OT_Calibration,NN,0.6075763927689015,20,3000,150
OT_Calibration,W1_to_target,0.2259351701238059,20,3000,150
TLCQM,XGBoost,0.3077211902471595,20,3000,150
TLCQM,KRR,0.2919446047604238,20,3000,150
TLCQM,NN,0.3061958771418618,20,3000,150
TLCQM,W1_to_target,0.0508594190502144,20,3000,150
TLCQM,AvgPinball,0.1589903888018464,20,3000,150
TLCQM,CRPS,0.2910768839394366,20,3000,150
Engression_Only,XGBoost,3.4171698385633698,30,4500,150
Engression_Only,KRR,2.7110917916993014,30,4500,150
Engression_Only,NN,3.353886572003528,30,4500,150
Engression_Only,W1_to_target,1.9702179806022653,30,4500,150
Mean_Matching,XGBoost,0.2815925956312498,30,4500,150
Mean_Matching,KRR,0.2737117048770636,30,4500,150
Mean_Matching,NN,0.2816321234185244,30,4500,150
Mean_Matching,W1_to_target,0.3109644628115297,30,4500,150
OT_Calibration,XGBoost,0.5431980063820622,30,4500,150
OT_Calibration,KRR,0.6444978583963316,30,4500,150
OT_Calibration,NN,0.7087690564741991,30,4500,150
OT_Calibration,W1_to_target,0.4123174485425358,30,4500,150
TLCQM,XGBoost,0.2828043536402309,30,4500,150
TLCQM,KRR,0.2703470033922907,30,4500,150
TLCQM,NN,0.2785657230096035,30,4500,150
TLCQM,W1_to_target,0.0487702398691288,30,4500,150
TLCQM,AvgPinball,0.1583457945116133,30,4500,150
TLCQM,CRPS,0.2897312761525142,30,4500,150
Engression_Only,XGBoost,0.6686183304866075,1,50,50
Engression_Only,KRR,0.5415944691290276,1,50,50
Engression_Only,NN,0.9249641158028316,1,50,50
Engression_Only,W1_to_target,1.907488397526852,1,50,50
Mean_Matching,XGBoost,0.3615862975706171,1,50,50
Mean_Matching,KRR,0.3761258797204091,1,50,50
Mean_Matching,NN,0.390019989203572,1,50,50
Mean_Matching,W1_to_target,0.4113123776148447,1,50,50
OT_Calibration,XGBoost,0.4433238159192393,1,50,50
OT_Calibration,KRR,0.409018404982012,1,50,50
OT_Calibration,NN,0.7075117567455859,1,50,50
OT_Calibration,W1_to_target,0.7688882728243255,1,50,50
TLCQM,XGBoost,0.4305863454753613,1,50,50
TLCQM,KRR,0.3954469593756626,1,50,50
TLCQM,NN,0.6986271755959643,1,50,50
TLCQM,W1_to_target,0.0479516819290785,1,50,50
TLCQM,AvgPinball,0.1903661947300662,1,50,50
TLCQM,CRPS,0.3486219780035813,1,50,50
Engression_Only,XGBoost,2.1519860604521392,2,100,50
Engression_Only,KRR,0.8131956457273457,2,100,50
Engression_Only,NN,1.8364602441219744,2,100,50
Engression_Only,W1_to_target,1.9234002915285695,2,100,50
Mean_Matching,XGBoost,0.3696463330920101,2,100,50
Mean_Matching,KRR,0.3722213279363451,2,100,50
Mean_Matching,NN,0.3779790465013915,2,100,50
Mean_Matching,W1_to_target,0.3335743208723264,2,100,50
OT_Calibration,XGBoost,0.4339902330178969,2,100,50
OT_Calibration,KRR,0.4307436466640079,2,100,50
OT_Calibration,NN,0.4387303278797352,2,100,50
OT_Calibration,W1_to_target,0.5861128740106134,2,100,50
TLCQM,XGBoost,0.3176393809170819,2,100,50
TLCQM,KRR,0.3714256705100626,2,100,50
TLCQM,NN,0.3511064207932857,2,100,50
TLCQM,W1_to_target,0.0485205229130046,2,100,50
TLCQM,AvgPinball,0.1816021181404828,2,100,50
TLCQM,CRPS,0.332217072735059,2,100,50
Engression_Only,XGBoost,3.151067605464692,5,250,50
Engression_Only,KRR,1.1658650118597875,5,250,50
Engression_Only,NN,2.7493016203942995,5,250,50
Engression_Only,W1_to_target,1.8422696595406935,5,250,50
Mean_Matching,XGBoost,0.3113182845435502,5,250,50
Mean_Matching,KRR,0.3611997789294215,5,250,50
Mean_Matching,NN,0.3389564619532625,5,250,50
Mean_Matching,W1_to_target,0.3712590883811809,5,250,50
OT_Calibration,XGBoost,0.4401939027861742,5,250,50
OT_Calibration,KRR,0.4779855329160129,5,250,50
OT_Calibration,NN,0.476185877502167,5,250,50
OT_Calibration,W1_to_target,0.3747293118146901,5,250,50
TLCQM,XGBoost,0.3234822345955233,5,250,50
TLCQM,KRR,0.3574482721804607,5,250,50
TLCQM,NN,0.3335374383779183,5,250,50
TLCQM,W1_to_target,0.0461918186823177,5,250,50
TLCQM,AvgPinball,0.1921526909108456,5,250,50
TLCQM,CRPS,0.3506278923845929,5,250,50
Engression_Only,XGBoost,4.342480129607947,10,500,50
Engression_Only,KRR,1.7915561097524344,10,500,50
Engression_Only,NN,2.4207664226429064,10,500,50
Engression_Only,W1_to_target,1.9829551855712704,10,500,50
Mean_Matching,XGBoost,0.3575638151937576,10,500,50
Mean_Matching,KRR,0.4123447590251223,10,500,50
Mean_Matching,NN,0.3472363839703177,10,500,50
Mean_Matching,W1_to_target,0.2972714145943914,10,500,50
OT_Calibration,XGBoost,0.3840530641058505,10,500,50
OT_Calibration,KRR,0.4797404490032309,10,500,50
OT_Calibration,NN,0.4696225832668667,10,500,50
OT_Calibration,W1_to_target,0.3122714655490083,10,500,50
TLCQM,XGBoost,0.3283913475382771,10,500,50
TLCQM,KRR,0.3888017136568671,10,500,50
TLCQM,NN,0.3350737796858354,10,500,50
TLCQM,W1_to_target,0.0547333828342603,10,500,50
TLCQM,AvgPinball,0.1787182626310958,10,500,50
TLCQM,CRPS,0.3269603782467423,10,500,50
Engression_Only,XGBoost,3.588834750718392,15,750,50
Engression_Only,KRR,1.7248080872127334,15,750,50
Engression_Only,NN,2.8636889550629,15,750,50
Engression_Only,W1_to_target,1.8956589337134504,15,750,50
Mean_Matching,XGBoost,0.3432873100999304,15,750,50
Mean_Matching,KRR,0.3390704178771065,15,750,50
Mean_Matching,NN,0.3220111567658558,15,750,50
Mean_Matching,W1_to_target,0.365608562341166,15,750,50
OT_Calibration,XGBoost,0.431028319767603,15,750,50
OT_Calibration,KRR,0.5219224750614202,15,750,50
OT_Calibration,NN,0.497821248558257,15,750,50
OT_Calibration,W1_to_target,0.3007378845155807,15,750,50
TLCQM,XGBoost,0.3384814534781092,15,750,50
TLCQM,KRR,0.3419398876380199,15,750,50
TLCQM,NN,0.3206119317024582,15,750,50
TLCQM,W1_to_target,0.0514381344116677,15,750,50
TLCQM,AvgPinball,0.182931379333951,15,750,50
TLCQM,CRPS,0.3340945363378334,15,750,50
Engression_Only,XGBoost,3.8670021320675634,20,1000,50
Engression_Only,KRR,2.522863215098473,20,1000,50
Engression_Only,NN,3.591896052877981,20,1000,50
Engression_Only,W1_to_target,1.880719494528772,20,1000,50
Mean_Matching,XGBoost,0.3399474217305938,20,1000,50
Mean_Matching,KRR,0.3413564112038831,20,1000,50
Mean_Matching,NN,0.335002718466332,20,1000,50
Mean_Matching,W1_to_target,0.3738602714798293,20,1000,50
OT_Calibration,XGBoost,0.5521587469358233,20,1000,50
OT_Calibration,KRR,0.6185826350773812,20,1000,50
OT_Calibration,NN,0.5708069670993939,20,1000,50
OT_Calibration,W1_to_target,0.4239436699881315,20,1000,50
TLCQM,XGBoost,0.327109940077847,20,1000,50
TLCQM,KRR,0.3358162136483707,20,1000,50
TLCQM,NN,0.3268538140336186,20,1000,50
TLCQM,W1_to_target,0.0478225831468701,20,1000,50
TLCQM,AvgPinball,0.1773928109470814,20,1000,50
TLCQM,CRPS,0.3239259511913092,20,1000,50
Engression_Only,XGBoost,4.008777377725323,30,1500,50
Engression_Only,KRR,2.818917374317045,30,1500,50
Engression_Only,NN,3.660198825478411,30,1500,50
Engression_Only,W1_to_target,1.951553458934172,30,1500,50
Mean_Matching,XGBoost,0.3373603985971012,30,1500,50
Mean_Matching,KRR,0.3312969370578095,30,1500,50
Mean_Matching,NN,0.3275600731313589,30,1500,50
Mean_Matching,W1_to_target,0.3010892718464996,30,1500,50
OT_Calibration,XGBoost,0.5519519967269731,30,1500,50
OT_Calibration,KRR,0.6666476791537063,30,1500,50
OT_Calibration,NN,0.6541089836582274,30,1500,50
OT_Calibration,W1_to_target,0.2105434517120475,30,1500,50
TLCQM,XGBoost,0.3445848787154686,30,1500,50
TLCQM,KRR,0.3367459316177131,30,1500,50
TLCQM,NN,0.3294298669597729,30,1500,50
TLCQM,W1_to_target,0.047863499865914,30,1500,50
TLCQM,AvgPinball,0.1822640564252419,30,1500,50
TLCQM,CRPS,0.3320921668873114,30,1500,50
Engression_Only,XGBoost,1.1671258865339051,1,100,100
Engression_Only,KRR,0.9964259339781564,1,100,100
Engression_Only,NN,1.0658355564585786,1,100,100
Engression_Only,W1_to_target,1.9623617497139636,1,100,100
Mean_Matching,XGBoost,0.3037648734913302,1,100,100
Mean_Matching,KRR,0.3179161019319906,1,100,100
Mean_Matching,NN,0.3119815587274196,1,100,100
Mean_Matching,W1_to_target,0.3165248857557662,1,100,100
OT_Calibration,XGBoost,0.3592806498311658,1,100,100
OT_Calibration,KRR,0.3852311808040379,1,100,100
OT_Calibration,NN,0.3909097652850796,1,100,100
OT_Calibration,W1_to_target,0.7007346518080331,1,100,100
TLCQM,XGBoost,0.3102675293697221,1,100,100
TLCQM,KRR,0.3317745791915636,1,100,100
TLCQM,NN,0.3318909704517154,1,100,100
TLCQM,W1_to_target,0.0282149992381146,1,100,100
TLCQM,AvgPinball,0.1594726438016118,1,100,100
TLCQM,CRPS,0.2935444138012347,1,100,100
Engression_Only,XGBoost,3.0276613582802407,2,200,100
Engression_Only,KRR,0.9637575434506463,2,200,100
Engression_Only,NN,1.1662967667507127,2,200,100
Engression_Only,W1_to_target,1.9906740223875523,2,200,100
Mean_Matching,XGBoost,0.2875534960562204,2,200,100
Mean_Matching,KRR,0.2935433838229797,2,200,100
Mean_Matching,NN,0.2907011981802425,2,200,100
Mean_Matching,W1_to_target,0.293245679818034,2,200,100
OT_Calibration,XGBoost,0.3189706928263011,2,200,100
OT_Calibration,KRR,0.3461572588770923,2,200,100
OT_Calibration,NN,0.4000585364666866,2,200,100
OT_Calibration,W1_to_target,0.478064119535717,2,200,100
TLCQM,XGBoost,0.2908916151314434,2,200,100
TLCQM,KRR,0.2981436347005982,2,200,100
TLCQM,NN,0.2951541211786066,2,200,100
TLCQM,W1_to_target,0.0268087909300747,2,200,100
TLCQM,AvgPinball,0.1538291840798258,2,200,100
TLCQM,CRPS,0.2812420983577981,2,200,100
Engression_Only,XGBoost,3.2222745107358515,5,500,100
Engression_Only,KRR,1.258309044540333,5,500,100
Engression_Only,NN,1.7663113578108407,5,500,100
Engression_Only,W1_to_target,2.051805693460006,5,500,100
Mean_Matching,XGBoost,0.3116393018124563,5,500,100
Mean_Matching,KRR,0.3103352318962304,5,500,100
Mean_Matching,NN,0.3062332604109494,5,500,100
Mean_Matching,W1_to_target,0.326303951040019,5,500,100
OT_Calibration,XGBoost,0.3755567993793688,5,500,100
OT_Calibration,KRR,0.420063623314139,5,500,100
OT_Calibration,NN,0.4084247990194791,5,500,100
OT_Calibration,W1_to_target,0.1840980619772036,5,500,100
TLCQM,XGBoost,0.3087904650046804,5,500,100
TLCQM,KRR,0.3067800018887978,5,500,100
TLCQM,NN,0.3097284480806638,5,500,100
TLCQM,W1_to_target,0.0275391929777569,5,500,100
TLCQM,AvgPinball,0.1570464313870447,5,500,100
TLCQM,CRPS,0.2872367455331223,5,500,100
Engression_Only,XGBoost,3.7532530095261287,10,1000,100
Engression_Only,KRR,1.868709625854038,10,1000,100
Engression_Only,NN,3.877255410351277,10,1000,100
Engression_Only,W1_to_target,1.994050384799802,10,1000,100
Mean_Matching,XGBoost,0.3015251303292014,10,1000,100
Mean_Matching,KRR,0.3130686042940588,10,1000,100
Mean_Matching,NN,0.2977782985940617,10,1000,100
Mean_Matching,W1_to_target,0.3344443363320805,10,1000,100
OT_Calibration,XGBoost,0.4294883501477885,10,1000,100
OT_Calibration,KRR,0.468834198420342,10,1000,100
OT_Calibration,NN,0.4870045532216587,10,1000,100
OT_Calibration,W1_to_target,0.1938334142475379,10,1000,100
TLCQM,XGBoost,0.2963684514009123,10,1000,100
TLCQM,KRR,0.3107208399931588,10,1000,100
TLCQM,NN,0.2959426011284085,10,1000,100
TLCQM,W1_to_target,0.0311481614205126,10,1000,100
TLCQM,AvgPinball,0.1525469130424859,10,1000,100
TLCQM,CRPS,0.2791109320266709,10,1000,100
Engression_Only,XGBoost,4.267296723752254,15,1500,100
Engression_Only,KRR,2.5118749897949244,15,1500,100
Engression_Only,NN,3.4982745162337863,15,1500,100
Engression_Only,W1_to_target,2.000934897235319,15,1500,100
Mean_Matching,XGBoost,0.3048064557357473,15,1500,100
Mean_Matching,KRR,0.3167034004364916,15,1500,100
Mean_Matching,NN,0.3033517761312983,15,1500,100
Mean_Matching,W1_to_target,0.3409013879756049,15,1500,100
OT_Calibration,XGBoost,0.4839907253232657,15,1500,100
OT_Calibration,KRR,0.5576614986775408,15,1500,100
OT_Calibration,NN,0.5470674315021357,15,1500,100
OT_Calibration,W1_to_target,0.3305691598068548,15,1500,100
TLCQM,XGBoost,0.3058049572546155,15,1500,100
TLCQM,KRR,0.3154015748519683,15,1500,100
TLCQM,NN,0.3060741410298612,15,1500,100
TLCQM,W1_to_target,0.0295835884254857,15,1500,100
TLCQM,AvgPinball,0.1560467213061424,15,1500,100
TLCQM,CRPS,0.2849460753709694,15,1500,100
Engression_Only,XGBoost,3.668391343569315,20,2000,100
Engression_Only,KRR,2.504323008845631,20,2000,100
Engression_Only,NN,3.212824078122225,20,2000,100
Engression_Only,W1_to_target,2.000380617914985,20,2000,100
Mean_Matching,XGBoost,0.2939460487389893,20,2000,100
Mean_Matching,KRR,0.2979458978046477,20,2000,100
Mean_Matching,NN,0.2879148452432986,20,2000,100
Mean_Matching,W1_to_target,0.189301309284345,20,2000,100
OT_Calibration,XGBoost,0.5060941107703902,20,2000,100
OT_Calibration,KRR,0.5280115507050529,20,2000,100
OT_Calibration,NN,0.5294211057410222,20,2000,100
OT_Calibration,W1_to_target,0.3321095273219681,20,2000,100
TLCQM,XGBoost,0.2907257763408549,20,2000,100
TLCQM,KRR,0.3016366813065362,20,2000,100
TLCQM,NN,0.2920597697707808,20,2000,100
TLCQM,W1_to_target,0.0289691444350613,20,2000,100
TLCQM,AvgPinball,0.1588459537321617,20,2000,100
TLCQM,CRPS,0.2901539104657549,20,2000,100
Engression_Only,XGBoost,3.292205948901159,30,3000,100
Engression_Only,KRR,2.685528721904771,30,3000,100
Engression_Only,NN,3.7190754549141865,30,3000,100
Engression_Only,W1_to_target,2.011100888847237,30,3000,100
Mean_Matching,XGBoost,0.2895409038131199,30,3000,100
Mean_Matching,KRR,0.3041816899478317,30,3000,100
Mean_Matching,NN,0.2884390069380358,30,3000,100
Mean_Matching,W1_to_target,0.3300252559908375,30,3000,100
OT_Calibration,XGBoost,0.536242920699195,30,3000,100
OT_Calibration,KRR,0.5583188401483188,30,3000,100
OT_Calibration,NN,0.5984442443075395,30,3000,100
OT_Calibration,W1_to_target,0.1667683854452022,30,3000,100
TLCQM,XGBoost,0.2919085546840569,30,3000,100
TLCQM,KRR,0.3090447072562425,30,3000,100
TLCQM,NN,0.2945958383128824,30,3000,100
TLCQM,W1_to_target,0.0305268745209939,30,3000,100
TLCQM,AvgPinball,0.1555292955123933,30,3000,100
TLCQM,CRPS,0.2836668290213477,30,3000,100
Engression_Only,XGBoost,1.0127828277895805,1,150,150
Engression_Only,KRR,0.781783856990826,1,150,150
Engression_Only,NN,0.8486547353598001,1,150,150
Engression_Only,W1_to_target,2.090146711522916,1,150,150
Mean_Matching,XGBoost,0.3060195058423852,1,150,150
Mean_Matching,KRR,0.3048885141538728,1,150,150
Mean_Matching,NN,0.3014700455894685,1,150,150
Mean_Matching,W1_to_target,0.4294034724219506,1,150,150
OT_Calibration,XGBoost,0.3338984584482313,1,150,150
OT_Calibration,KRR,0.3455441512094383,1,150,150
OT_Calibration,NN,0.3704269566575832,1,150,150
OT_Calibration,W1_to_target,0.3592142778808236,1,150,150
TLCQM,XGBoost,0.311718739796573,1,150,150
TLCQM,KRR,0.3102586703325997,1,150,150
TLCQM,NN,0.3142134513042098,1,150,150
TLCQM,W1_to_target,0.046162027913394,1,150,150
TLCQM,AvgPinball,0.1940739070525642,1,150,150
TLCQM,CRPS,0.3545972169075682,1,150,150
Engression_Only,XGBoost,2.4268063607384853,2,300,150
Engression_Only,KRR,0.887297298296503,2,300,150
Engression_Only,NN,1.0090156678300628,2,300,150
Engression_Only,W1_to_target,2.0767127040205344,2,300,150
Mean_Matching,XGBoost,0.3033677174062419,2,300,150
Mean_Matching,KRR,0.3048934838209868,2,300,150
Mean_Matching,NN,0.2969302569199849,2,300,150
Mean_Matching,W1_to_target,0.4255533601173745,2,300,150
OT_Calibration,XGBoost,0.3410032748355717,2,300,150
OT_Calibration,KRR,0.3632833354704773,2,300,150
OT_Calibration,NN,0.3793920239756603,2,300,150
OT_Calibration,W1_to_target,0.4988180773828281,2,300,150
TLCQM,XGBoost,0.3190260375673422,2,300,150
TLCQM,KRR,0.3135857157705848,2,300,150
TLCQM,NN,0.3143312957300421,2,300,150
TLCQM,W1_to_target,0.041037589412377,2,300,150
TLCQM,AvgPinball,0.1899552013519616,2,300,150
TLCQM,CRPS,0.3468593988625304,2,300,150
Engression_Only,XGBoost,1.946588436002,5,750,150
Engression_Only,KRR,0.9805903287404344,5,750,150
Engression_Only,NN,1.2306108851118442,5,750,150
Engression_Only,W1_to_target,2.035297638837772,5,750,150
Mean_Matching,XGBoost,0.2910100767851584,5,750,150
Mean_Matching,KRR,0.2889969009985724,5,750,150
Mean_Matching,NN,0.2916396673058115,5,750,150
Mean_Matching,W1_to_target,0.3723029750436893,5,750,150
OT_Calibration,XGBoost,0.4170341597812899,5,750,150
OT_Calibration,KRR,0.4159772591042878,5,750,150
OT_Calibration,NN,0.4209750538416192,5,750,150
OT_Calibration,W1_to_target,1.2084347258125117,5,750,150
TLCQM,XGBoost,0.3136491448423952,5,750,150
TLCQM,KRR,0.2946002122123375,5,750,150
TLCQM,NN,0.3066362311984857,5,750,150
TLCQM,W1_to_target,0.043428160603963,5,750,150
TLCQM,AvgPinball,0.1854139557470918,5,750,150
TLCQM,CRPS,0.338127095466587,5,750,150
Engression_Only,XGBoost,3.625460374874808,10,1500,150
Engression_Only,KRR,2.01295979933078,10,1500,150
Engression_Only,NN,2.6894705528000493,10,1500,150
Engression_Only,W1_to_target,2.092898213783439,10,1500,150
Mean_Matching,XGBoost,0.3085525598086003,10,1500,150
Mean_Matching,KRR,0.3003917552204941,10,1500,150
Mean_Matching,NN,0.3113491755333559,10,1500,150
Mean_Matching,W1_to_target,0.3330789847897921,10,1500,150
OT_Calibration,XGBoost,0.5630029391260867,10,1500,150
OT_Calibration,KRR,0.5772920801768692,10,1500,150
OT_Calibration,NN,0.591568092933119,10,1500,150
OT_Calibration,W1_to_target,0.1101154933324778,10,1500,150
TLCQM,XGBoost,0.3077023106545084,10,1500,150
TLCQM,KRR,0.2991124947158859,10,1500,150
TLCQM,NN,0.3067850941904688,10,1500,150
TLCQM,W1_to_target,0.0390451387878506,10,1500,150
TLCQM,AvgPinball,0.175973792754009,10,1500,150
TLCQM,CRPS,0.321144191267481,10,1500,150
Engression_Only,XGBoost,3.1719771961498395,15,2250,150
Engression_Only,KRR,1.988648334571156,15,2250,150
Engression_Only,NN,3.1673406870082466,15,2250,150
Engression_Only,W1_to_target,2.100332974457217,15,2250,150
Mean_Matching,XGBoost,0.3094141929759821,15,2250,150
Mean_Matching,KRR,0.301372750389794,15,2250,150
Mean_Matching,NN,0.3126690936750389,15,2250,150
Mean_Matching,W1_to_target,0.3185504368462274,15,2250,150
OT_Calibration,XGBoost,0.6262079533585699,15,2250,150
OT_Calibration,KRR,0.5641562202253048,15,2250,150
OT_Calibration,NN,0.6200505946716128,15,2250,150
OT_Calibration,W1_to_target,0.1938822394959903,15,2250,150
TLCQM,XGBoost,0.3089691759004616,15,2250,150
TLCQM,KRR,0.3065186538390355,15,2250,150
TLCQM,NN,0.3176025216138014,15,2250,150
TLCQM,W1_to_target,0.0350850200575818,15,2250,150
TLCQM,AvgPinball,0.176446402035299,15,2250,150
TLCQM,CRPS,0.3222895045479882,15,2250,150
Engression_Only,XGBoost,2.913563663894571,20,3000,150
Engression_Only,KRR,2.104062118159401,20,3000,150
Engression_Only,NN,3.099981470640191,20,3000,150
Engression_Only,W1_to_target,2.088299936206245,20,3000,150
Mean_Matching,XGBoost,0.2974328416560554,20,3000,150
Mean_Matching,KRR,0.2844096928673686,20,3000,150
