Method,MSE,target_size
XGBoost_TLCQM,0.107159373006149,200
KRR_TLCQM,1.6653756688989647,200
NN_TLCQM,0.1133376726395051,200
XGBoost_Target_Only,0.1024070497925181,300
KRR_Target_Only,15.061951582366842,300
NN_Target_Only,8.216778279032127,300
XGBoost_Pool,0.0950465242054638,300
KRR_Pool,1.5126856568789555,300
NN_Pool,4.194367832693767,300
XGBoost_TLCQM,0.1094837267895764,300
KRR_TLCQM,1.613379453792288,300
NN_TLCQM,0.1710240311898283,300
XGBoost_Target_Only,0.0998347963593962,500
KRR_Target_Only,10.194558860235064,500
NN_Target_Only,0.4096197803767912,500
XGBoost_Pool,0.0917264164392347,500
KRR_Pool,1.5055985541868973,500
NN_Pool,3.3349135439911124,500
XGBoost_TLCQM,0.1094555895228039,500
KRR_TLCQM,1.6006054650131911,500
NN_TLCQM,0.1600170023013541,500
TKRR,1.997635413911244,100
CDAR,4.989877923699926,100
DARC,27.502319376520912,100
TKRR,2.036800896644549,200
CDAR,5.724934767370231,200
DARC,36.32647374189284,200
TKRR,1.855079600042336,300
CDAR,5.494329923219577,300
DARC,27.80418075232212,300
TKRR,1.7905676783508115,500
CDAR,5.591756896643116,500
DARC,26.454541110984923,500
XGBoost_Target_Only,0.1185737898871498,100
KRR_Target_Only,30.215809139440307,100
NN_Target_Only,23.16860384266392,100
XGBoost_Pool,0.0995049370828647,100
KRR_Pool,1.5967639922272792,100
NN_Pool,3.542842288866911,100
XGBoost_TLCQM,0.1145048289633836,100
KRR_TLCQM,1.6974274624240324,100
NN_TLCQM,0.1241767404556397,100
XGBoost_Target_Only,0.108680090340611,200
KRR_Target_Only,20.59122546110117,200
NN_Target_Only,20.459003344803996,200
XGBoost_Pool,0.0967272767780246,200
KRR_Pool,1.5763976441507592,200
NN_Pool,4.191029668812408,200
XGBoost_TLCQM,0.108932248548345,200
KRR_TLCQM,1.6611915105423327,200
NN_TLCQM,0.1186822547411099,200
XGBoost_Target_Only,0.1039795147484558,300
KRR_Target_Only,14.348933675685528,300
NN_Target_Only,7.173308961200099,300
XGBoost_Pool,0.0963426374653332,300
KRR_Pool,1.5267231218396806,300
NN_Pool,5.40906309878296,300
XGBoost_TLCQM,0.1114848046128685,300
KRR_TLCQM,1.6167765654138655,300
NN_TLCQM,0.1150865575495398,300
XGBoost_Target_Only,0.098293440978542,500
KRR_Target_Only,8.222038571111659,500
NN_Target_Only,0.3413132304716381,500
XGBoost_Pool,0.0949937399700187,500
KRR_Pool,1.4956108303376578,500
NN_Pool,3.413259840469703,500
XGBoost_TLCQM,0.1063015120800291,500
KRR_TLCQM,1.5890413440101727,500
NN_TLCQM,0.1142950310544049,500
TKRR,1.8396603668030496,100
CDAR,5.498635961904725,100
DARC,41.65141327506609,100
TKRR,1.8632889134395605,200
CDAR,56.10876441710283,200
DARC,37.0712217471709,200
TKRR,1.828722989088137,300
CDAR,6.044249110693251,300
DARC,32.64216756280801,300
TKRR,1.762478952918768,500
CDAR,6.060145831595627,500
DARC,38.147888966727535,500
XGBoost_Target_Only,0.1223156255679474,100
KRR_Target_Only,28.633575504334363,100
NN_Target_Only,21.158644659252843,100
XGBoost_Pool,0.1003014999682821,100
KRR_Pool,1.6280324610019388,100
NN_Pool,3.3892332103514256,100
XGBoost_TLCQM,0.105811037491993,100
KRR_TLCQM,1.754131626207551,100
NN_TLCQM,0.1082449160144981,100
XGBoost_Target_Only,0.1077497378889313,200
KRR_Target_Only,20.03862074740229,200
NN_Target_Only,20.882864468633475,200
XGBoost_Pool,0.1009164670054862,200
KRR_Pool,1.6152357650173017,200
NN_Pool,3.381800954760511,200
XGBoost_TLCQM,0.1020549549560227,200
KRR_TLCQM,1.7251182096826112,200
NN_TLCQM,0.1433154860507837,200
XGBoost_Target_Only,0.1029200136086175,300
KRR_Target_Only,15.09803002958295,300
NN_Target_Only,0.2839941985914034,300
XGBoost_Pool,0.0995296729258846,300
KRR_Pool,1.5688947559995614,300
NN_Pool,3.2323679466851987,300
XGBoost_TLCQM,0.1015315760228809,300
KRR_TLCQM,1.678002687484929,300
NN_TLCQM,0.1425103602213794,300
XGBoost_Target_Only,0.0972824135312196,500
KRR_Target_Only,10.30559865388216,500
NN_Target_Only,0.3254059267688037,500
XGBoost_Pool,0.0987097854016332,500
KRR_Pool,1.5073143036344547,500
NN_Pool,3.4806566807601307,500
XGBoost_TLCQM,0.1017343117694068,500
KRR_TLCQM,1.5811159810974138,500
NN_TLCQM,0.1061668636768808,500
TKRR,1.8983996596781665,100
CDAR,5.392367449685063,100
DARC,26.469124903966357,100
TKRR,1.885452398939907,200
CDAR,6.108542707705058,200
DARC,36.92099013301441,200
TKRR,1.8635646415154248,300
CDAR,6.064567695128354,300
DARC,27.701389937134817,300
TKRR,1.810794972160582,500
CDAR,5.9229958529021465,500
DARC,28.86557737394151,500
XGBoost_Target_Only,0.125159578550441,100
KRR_Target_Only,30.796784425005114,100
NN_Target_Only,22.091132315984527,100
XGBoost_Pool,0.0988771826302222,100
KRR_Pool,1.6392216576629026,100
NN_Pool,3.2129915968808804,100
XGBoost_TLCQM,0.1172976467673393,100
KRR_TLCQM,1.722212763135626,100
NN_TLCQM,0.1112574440212072,100
XGBoost_Target_Only,0.1191718745139756,200
KRR_Target_Only,19.51912823590791,200
NN_Target_Only,18.48250300022385,200
XGBoost_Pool,0.1000630447796283,200
KRR_Pool,1.6197842411329273,200
NN_Pool,3.640998921134973,200
XGBoost_TLCQM,0.112596642376991,200
KRR_TLCQM,1.698211742295308,200
NN_TLCQM,0.1107197509904499,200
XGBoost_Target_Only,0.1001239159934327,300
KRR_Target_Only,13.600575708171837,300
NN_Target_Only,0.2330584406999919,300
XGBoost_Pool,0.0989703001982499,300
KRR_Pool,1.6151831528377327,300
NN_Pool,3.301257262984365,300
XGBoost_TLCQM,0.1073732303316471,300
KRR_TLCQM,1.6903334926494231,300
NN_TLCQM,0.1177585681794141,300
XGBoost_Target_Only,0.0933916034532934,500
KRR_Target_Only,9.135611935639837,500
NN_Target_Only,0.9849165849384466,500
XGBoost_Pool,0.0955462920723691,500
KRR_Pool,1.5084161597407335,500
NN_Pool,3.2985149309913715,500
XGBoost_TLCQM,0.1029867363036179,500
KRR_TLCQM,1.5938347716531678,500
NN_TLCQM,0.1178858765664359,500
TKRR,1.9274878633936217,100
CDAR,5.20586160646182,100
DARC,24.579699434422068,100
TKRR,1.8509132964435244,200
CDAR,6.210365107617582,200
DARC,38.16286340955244,200
TKRR,1.897809244040677,300
CDAR,5.507052230381742,300
DARC,40.651043182807285,300
TKRR,1.8309814754275853,500
CDAR,5.768605444123619,500
DARC,28.95155369979198,500
XGBoost_Target_Only,0.1184479571036312,100
KRR_Target_Only,28.41994920542603,100
NN_Target_Only,17.49829088689184,100
XGBoost_Pool,0.1008533250484699,100
KRR_Pool,1.6478172394614603,100
NN_Pool,5.086687433705285,100
XGBoost_TLCQM,0.1079971587230226,100
KRR_TLCQM,1.7883202724484075,100
NN_TLCQM,0.1060935443047435,100
XGBoost_Target_Only,0.104288955554403,200
KRR_Target_Only,18.607640977993828,200
NN_Target_Only,18.927010211669945,200
XGBoost_Pool,0.0970361212050999,200
KRR_Pool,1.6338592644892886,200
NN_Pool,3.103772579858633,200
XGBoost_TLCQM,0.1009219953162002,200
KRR_TLCQM,1.7290084357302804,200
NN_TLCQM,0.1891704237373782,200
XGBoost_Target_Only,0.1016748149231886,300
KRR_Target_Only,13.58330707870643,300
NN_Target_Only,7.170058724591168,300
XGBoost_Pool,0.0991908167744744,300
KRR_Pool,1.6208737989833144,300
NN_Pool,3.2501739468488227,300
XGBoost_TLCQM,0.1024529743677739,300
KRR_TLCQM,1.6970967056904138,300
NN_TLCQM,0.1286991890301688,300
XGBoost_Target_Only,0.0969012090253469,500
KRR_Target_Only,8.84784788777586,500
NN_Target_Only,0.5805971485694074,500
XGBoost_Pool,0.0968410893895499,500
KRR_Pool,1.5687211372896224,500
NN_Pool,4.310697653160432,500
XGBoost_TLCQM,0.1018299357827851,500
KRR_TLCQM,1.6525962007227932,500
NN_TLCQM,0.1213217630479846,500
TKRR,1.9063225248724784,100
CDAR,6.180826723853831,100
DARC,39.851848824505375,100
TKRR,1.889574510064132,200
CDAR,6.344270172856778,200
DARC,29.322970276302076,200
TKRR,1.9014184076942549,300
CDAR,53.10521689435832,300
DARC,28.08609831351116,300
TKRR,1.8791304934364088,500
CDAR,5.982983985813197,500
DARC,33.444812162216294,500
XGBoost_Target_Only,0.1152995511978932,100
KRR_Target_Only,30.7397955203015,100
NN_Target_Only,23.607092657332835,100
XGBoost_Pool,0.102213000528785,100
KRR_Pool,1.565667571551543,100
NN_Pool,5.745098747288112,100
XGBoost_TLCQM,0.1100033242979215,100
KRR_TLCQM,1.6837506413628085,100
NN_TLCQM,0.1077858045108981,100
XGBoost_Target_Only,0.1142069488509325,200
KRR_Target_Only,22.348644320169267,200
NN_Target_Only,21.759787565374676,200
XGBoost_Pool,0.1025959568628336,200
KRR_Pool,1.5590662633005758,200
NN_Pool,3.689732771306218,200
XGBoost_TLCQM,0.1100860756243117,200
KRR_TLCQM,1.6640197765069606,200
NN_TLCQM,0.1075139777294306,200
XGBoost_Target_Only,0.1001644587745914,300
KRR_Target_Only,15.04595545882469,300
NN_Target_Only,9.315610615422017,300
XGBoost_Pool,0.1007351428674989,300
KRR_Pool,1.5450028823270292,300
NN_Pool,6.287726538046421,300
XGBoost_TLCQM,0.1077098408742963,300
KRR_TLCQM,1.6336385600671102,300
NN_TLCQM,0.1067891923176757,300
XGBoost_Target_Only,0.0977709359196489,500
KRR_Target_Only,8.246597376812067,500
NN_Target_Only,1.3551586885099334,500
XGBoost_Pool,0.0992139144583877,500
KRR_Pool,1.4940700372010969,500
NN_Pool,4.212104184062371,500
XGBoost_TLCQM,0.1049601532582083,500
KRR_TLCQM,1.558324018465853,500
NN_TLCQM,0.1098599525726263,500
TKRR,2.065063171088521,100
CDAR,5.463653830386283,100
DARC,37.106042482228176,100
TKRR,1.8345375654502805,200
CDAR,5.892393135601013,200
DARC,39.32256135402676,200
TKRR,1.851383810484181,300
CDAR,6.419413452395733,300
DARC,38.04405183210962,300
TKRR,1.8324891245509356,500
CDAR,5.970618816224509,500
DARC,22.75241310021904,500
XGBoost_Target_Only,0.1221285587823788,100
KRR_Target_Only,29.25665367349543,100
NN_Target_Only,20.099168303534576,100
XGBoost_Pool,0.1016519558324677,100
KRR_Pool,1.642887207513976,100
NN_Pool,5.865757380914745,100
XGBoost_TLCQM,0.1043238687462425,100
KRR_TLCQM,1.766376509083706,100
NN_TLCQM,0.1217151568315686,100
XGBoost_Target_Only,0.1150548803116285,200
KRR_Target_Only,18.71511715497128,200
NN_Target_Only,20.07987818089113,200
XGBoost_Pool,0.0996839047579929,200
KRR_Pool,1.6030058122222155,200
NN_Pool,3.665523286426684,200
XGBoost_TLCQM,0.103997531318726,200
KRR_TLCQM,1.7052716370993972,200
NN_TLCQM,0.1139929837709685,200
XGBoost_Target_Only,0.102211070008923,300
KRR_Target_Only,13.311547642540209,300
NN_Target_Only,7.896037411293449,300
XGBoost_Pool,0.0994349931118403,300
KRR_Pool,1.6236502889098936,300
NN_Pool,3.258756202666158,300
XGBoost_TLCQM,0.1012767347651452,300
KRR_TLCQM,1.7280085273315515,300
NN_TLCQM,0.2273794915685053,300
XGBoost_Target_Only,0.0929500489740669,500
KRR_Target_Only,9.526487300141248,500
NN_Target_Only,0.157281609010723,500
XGBoost_Pool,0.0940765620278093,500
KRR_Pool,1.6004319674688048,500
NN_Pool,4.547145557844962,500
XGBoost_TLCQM,0.1039869151264057,500
KRR_TLCQM,1.6982305214110698,500
NN_TLCQM,0.1128853845222878,500
TKRR,1.9565850330611845,100
CDAR,5.883887469473092,100
DARC,28.28360446862299,100
TKRR,1.9028579931744536,200
CDAR,5.938227858913627,200
DARC,38.24259642658151,200
TKRR,1.963665639657982,300
CDAR,5.906041633505983,300
DARC,30.19403961268992,300
TKRR,1.9184384296586203,500
CDAR,6.255778776665072,500
DARC,22.59819355101747,500
XGBoost_Target_Only,0.1302424183696715,100
KRR_Target_Only,29.49553768930891,100
NN_Target_Only,23.71069574674325,100
XGBoost_Pool,0.099059237939558,100
KRR_Pool,1.6397958449800023,100
NN_Pool,6.292115851005742,100
XGBoost_TLCQM,0.1042626763995602,100
KRR_TLCQM,1.753827056686758,100
NN_TLCQM,0.1036201459743319,100
XGBoost_Target_Only,0.1242925931934986,200
KRR_Target_Only,19.345311701378368,200
NN_Target_Only,21.431275630987816,200
XGBoost_Pool,0.0975753659608918,200
KRR_Pool,1.6450180080208705,200
NN_Pool,3.293421681206421,200
XGBoost_TLCQM,0.1011255135338904,200
KRR_TLCQM,1.7643794424589936,200
NN_TLCQM,0.10115728378587,200
XGBoost_Target_Only,0.103294403734285,300
KRR_Target_Only,14.320123841995104,300
NN_Target_Only,6.232884042321996,300
XGBoost_Pool,0.0954772567505207,300
KRR_Pool,1.5350442495457246,300
NN_Pool,3.3652941096838944,300
XGBoost_TLCQM,0.1147122192320244,300
KRR_TLCQM,1.6443458543947012,300
NN_TLCQM,0.1132981226114407,300
XGBoost_Target_Only,0.0966126595120842,500
KRR_Target_Only,8.761107195997436,500
NN_Target_Only,0.222573538497908,500
XGBoost_Pool,0.0948805482440276,500
KRR_Pool,1.4415766676392918,500
NN_Pool,3.372189180708742,500
XGBoost_TLCQM,0.1014341477498214,500
KRR_TLCQM,1.5158841369948424,500
NN_TLCQM,0.1223534135247739,500
TKRR,1.8967040451965247,100
CDAR,5.680122564891183,100
DARC,37.23223646526903,100
TKRR,1.9054421287432344,200
CDAR,6.215398654835205,200
DARC,27.58762847969885,200
TKRR,1.8504815449542449,300
CDAR,5.647638168229752,300
DARC,22.145202966476205,300
TKRR,1.7760467165374625,500
CDAR,4.970665772559558,500
DARC,41.43216494102938,500
XGBoost_Target_Only,0.1147298370820002,100
KRR_Target_Only,30.122161540067257,100
NN_Target_Only,26.63828520975082,100
XGBoost_Pool,0.1012038493135287,100
KRR_Pool,1.5477078750800484,100
NN_Pool,5.513161299627149,100
XGBoost_TLCQM,0.107754521584447,100
KRR_TLCQM,1.6558068303016855,100
NN_TLCQM,0.105603582216844,100
XGBoost_Target_Only,0.1017231126399872,200
KRR_Target_Only,19.195816872455502,200
NN_Target_Only,23.803216251957217,200
XGBoost_Pool,0.0995087195720785,200
KRR_Pool,1.5423474671311217,200
NN_Pool,7.135333878145316,200
XGBoost_TLCQM,0.1030719304770678,200
KRR_TLCQM,1.632862025402277,200
NN_TLCQM,0.1110766720242658,200
XGBoost_Target_Only,0.1074588266018003,300
KRR_Target_Only,14.415734097858076,300
NN_Target_Only,0.6132376776508508,300
XGBoost_Pool,0.0974033973038653,300
KRR_Pool,1.5345089531818317,300
NN_Pool,3.356288720253161,300
XGBoost_TLCQM,0.1058790877538495,300
KRR_TLCQM,1.6347424685637229,300
NN_TLCQM,0.1092396187406609,300
XGBoost_Target_Only,0.0979584398034627,500
KRR_Target_Only,8.96295838916969,500
NN_Target_Only,0.3118772348156449,500
XGBoost_Pool,0.0950416312251023,500
KRR_Pool,1.5226673246775344,500
NN_Pool,2.792966272912159,500
XGBoost_TLCQM,0.0992860396777835,500
KRR_TLCQM,1.604105926096557,500
NN_TLCQM,0.1258245437162077,500
TKRR,1.8311356812120303,100
CDAR,5.48955748327073,100
DARC,22.775819994293144,100
TKRR,1.847584034812148,200
CDAR,6.340475326105608,200
DARC,42.99668382513543,200
TKRR,1.8700079977142656,300
CDAR,5.766525606562581,300
DARC,31.35732630843036,300
TKRR,1.8583147905846813,500
CDAR,5.631311926754562,500
DARC,24.517973395764116,500
XGBoost_Target_Only,0.1070507613099482,100
KRR_Target_Only,32.54579678827474,100
NN_Target_Only,15.64004718780276,100
XGBoost_Pool,0.0990258952831612,100
KRR_Pool,1.647706812375434,100
NN_Pool,5.730059504542406,100
XGBoost_TLCQM,0.1366760460660704,100
KRR_TLCQM,1.8338888880899056,100
NN_TLCQM,0.1716271758191523,100
XGBoost_Target_Only,0.1096358535331614,200
KRR_Target_Only,22.286453898380877,200
NN_Target_Only,21.05152037874384,200
XGBoost_Pool,0.0992482852707475,200
KRR_Pool,1.5941859511096723,200
NN_Pool,3.2808264061842043,200
XGBoost_TLCQM,0.1047636657028882,200
KRR_TLCQM,1.6895014977963183,200
NN_TLCQM,0.1125345760116379,200
XGBoost_Target_Only,0.0982670831227013,300
KRR_Target_Only,16.120667527152307,300
NN_Target_Only,0.3662915797044184,300
XGBoost_Pool,0.0962682216343908,300
KRR_Pool,1.5580457373557297,300
NN_Pool,3.238466134785236,300
XGBoost_TLCQM,0.1055730411488257,300
KRR_TLCQM,1.650647834053986,300
NN_TLCQM,0.1098972053655429,300
XGBoost_Target_Only,0.09567608919731,500
KRR_Target_Only,9.388108737199662,500
NN_Target_Only,1.4697909899598358,500
XGBoost_Pool,0.0970476534964687,500
KRR_Pool,1.4851185229573982,500
NN_Pool,5.4157807139632,500
XGBoost_TLCQM,0.101202034941862,500
KRR_TLCQM,1.571521326473816,500
NN_TLCQM,0.1093760596009452,500
TKRR,1.9736085536027892,100
CDAR,7.01588178727708,100
DARC,38.963320590476336,100
TKRR,1.8647312556125597,200
CDAR,5.647482211022114,200
DARC,28.74884100709903,200
TKRR,1.8769980028581723,300
CDAR,6.1908024855237445,300
DARC,29.151019508655768,300
TKRR,1.8559909609353256,500
CDAR,6.128562456567547,500
DARC,24.354385648155247,500
XGBoost_Target_Only,0.1257504347236722,100
KRR_Target_Only,31.461243547489172,100
NN_Target_Only,18.348730355685177,100
XGBoost_Pool,0.1002087046191312,100
KRR_Pool,1.641439046990089,100
NN_Pool,5.714851988405447,100
XGBoost_TLCQM,0.1005163827413073,100
KRR_TLCQM,1.7490846775795807,100
NN_TLCQM,0.1036953148632859,100
XGBoost_Target_Only,0.1027648509133029,200
KRR_Target_Only,21.11241254282869,200
NN_Target_Only,21.16658273450392,200
XGBoost_Pool,0.096961126947917,200
KRR_Pool,1.6270467426373707,200
NN_Pool,3.450548668647367,200
XGBoost_TLCQM,0.1002304283062819,200
KRR_TLCQM,1.7277556751853602,200
NN_TLCQM,0.1034182870703445,200
XGBoost_Target_Only,0.1031665148786164,300
KRR_Target_Only,15.986083225023089,300
NN_Target_Only,7.343671820945435,300
XGBoost_Pool,0.0968966892932884,300
KRR_Pool,1.5608167035919018,300
NN_Pool,5.620099227115169,300
XGBoost_TLCQM,0.1009147468291326,300
KRR_TLCQM,1.65818407501557,300
NN_TLCQM,0.1096680868172562,300
XGBoost_Target_Only,0.1010012581985562,500
KRR_Target_Only,9.97040156837337,500
NN_Target_Only,0.1956660493835434,500
XGBoost_Pool,0.0961163750707683,500
KRR_Pool,1.456335890167964,500
NN_Pool,3.63866922699919,500
XGBoost_TLCQM,0.103762122184139,500
KRR_TLCQM,1.5458674493190616,500
NN_TLCQM,0.107635127678726,500
TKRR,1.9130442738137767,100
CDAR,5.667552007486432,100
DARC,40.55556748670341,100
TKRR,1.9112212121737504,200
CDAR,6.5740343929857685,200
DARC,41.794236276301135,200
TKRR,1.8260858474949344,300
CDAR,5.845074916877044,300
DARC,26.755303124995425,300
TKRR,1.7982207061651616,500
CDAR,54.58279069394521,500
DARC,32.51549690339659,500
XGBoost_Target_Only,0.1091144522220555,100
KRR_Target_Only,29.7574744607508,100
NN_Target_Only,21.36853945868932,100
XGBoost_Pool,0.1018211672049138,100
KRR_Pool,1.6336318886495365,100
NN_Pool,5.604619182480461,100
XGBoost_TLCQM,0.1078324140161245,100
KRR_TLCQM,1.7257631723799836,100
NN_TLCQM,0.1464168062696015,100
XGBoost_Target_Only,0.1049802754722973,200
KRR_Target_Only,19.1196970454566,200
NN_Target_Only,25.13556600372605,200
XGBoost_Pool,0.0980521942308173,200
KRR_Pool,1.6158832316147371,200
NN_Pool,2.6120668714223667,200
XGBoost_TLCQM,0.0981191313137467,200
KRR_TLCQM,1.7144892578044488,200
NN_TLCQM,0.1038409522876031,200
XGBoost_Target_Only,0.0954291975169511,300
KRR_Target_Only,13.581156282547193,300
NN_Target_Only,6.600709789652967,300
XGBoost_Pool,0.09763493571855,300
KRR_Pool,1.5650433922663398,300
NN_Pool,4.692439037022794,300
XGBoost_TLCQM,0.0972869928196406,300
KRR_TLCQM,1.6490953291316623,300
NN_TLCQM,0.1028866938540469,300
XGBoost_Target_Only,0.0957539869500396,500
KRR_Target_Only,7.852333073121878,500
NN_Target_Only,0.168468826553902,500
XGBoost_Pool,0.0969039285211312,500
KRR_Pool,1.4516261644758657,500
NN_Pool,2.9930398261943725,500
XGBoost_TLCQM,0.1010208437501678,500
KRR_TLCQM,1.5295865976204843,500
NN_TLCQM,0.1395390933466752,500
TKRR,2.003323055812083,100
CDAR,5.808550605529326,100
DARC,29.534524276612224,100
TKRR,1.9147241821580043,200
CDAR,56.61992361114997,200
DARC,43.55104679002617,200
TKRR,1.835064898860504,300
CDAR,5.5775867558784205,300
DARC,28.847760000801664,300
TKRR,1.7899724850038403,500
CDAR,5.508746521242772,500
DARC,32.38703388548129,500
XGBoost_Target_Only,0.1205454397865129,100
KRR_Target_Only,28.667938557134782,100
NN_Target_Only,20.08643720436556,100
XGBoost_Pool,0.0989501884860197,100
KRR_Pool,1.5830457264815927,100
NN_Pool,5.5114024511730895,100
XGBoost_TLCQM,0.1013241460318894,100
KRR_TLCQM,1.6963185714326388,100
NN_TLCQM,0.1045091817503905,100
XGBoost_Target_Only,0.1205714260766003,200
KRR_Target_Only,18.67065121581571,200
NN_Target_Only,18.079159785984505,200
XGBoost_Pool,0.098563297870587,200
KRR_Pool,1.547259593723695,200
NN_Pool,7.845904799230347,200
XGBoost_TLCQM,0.1031163507564343,200
KRR_TLCQM,1.622342642857808,200
NN_TLCQM,0.5035367320680355,200
XGBoost_Target_Only,0.107688979597514,300
KRR_Target_Only,14.281315301340475,300
NN_Target_Only,7.393992025678826,300
XGBoost_Pool,0.0991738336331224,300
KRR_Pool,1.529736977948697,300
NN_Pool,6.241530468886197,300
XGBoost_TLCQM,0.0984445757643393,300
KRR_TLCQM,1.5973684282571228,300
NN_TLCQM,0.1057953509535204,300
XGBoost_Target_Only,0.0963069215564037,500
KRR_Target_Only,9.025774482258525,500
NN_Target_Only,0.1839114953370124,500
XGBoost_Pool,0.0962630855884091,500
KRR_Pool,1.493799596075591,500
NN_Pool,3.2960769664146707,500
XGBoost_TLCQM,0.1032911092118283,500
KRR_TLCQM,1.5595439709364338,500
NN_TLCQM,0.1143111064051265,500
TKRR,2.021878625635314,100
CDAR,5.739871426575104,100
DARC,39.507837588306174,100
TKRR,1.883782965179169,200
CDAR,5.685041135879295,200
DARC,28.97213180446137,200
TKRR,1.9925238014246849,300
CDAR,5.844391069497821,300
DARC,42.98153922005981,300
TKRR,1.800630238677534,500
CDAR,6.72829506279432,500
DARC,27.140139751416104,500
XGBoost_Target_Only,0.1247340660843982,100
KRR_Target_Only,30.31602548658861,100
NN_Target_Only,19.790894444092544,100
XGBoost_Pool,0.1018540646522372,100
KRR_Pool,1.543712140450784,100
NN_Pool,5.670249157064889,100
XGBoost_TLCQM,0.1105138840099063,100
KRR_TLCQM,1.616485751185631,100
NN_TLCQM,0.102791327414532,100
XGBoost_Target_Only,0.1195934899367461,200
KRR_Target_Only,18.161323305977035,200
NN_Target_Only,23.574908861763983,200
XGBoost_Pool,0.0987449769448095,200
KRR_Pool,1.4716334015470942,200
NN_Pool,3.491317215359481,200
XGBoost_TLCQM,0.0983187120463334,200
KRR_TLCQM,1.5539112798554242,200
NN_TLCQM,0.1314263438746604,200
XGBoost_Target_Only,0.1042386653861636,300
KRR_Target_Only,13.759342805355296,300
NN_Target_Only,8.594157332164292,300
XGBoost_Pool,0.0972674178288261,300
KRR_Pool,1.474224774165526,300
NN_Pool,6.100860651129329,300
XGBoost_TLCQM,0.1015515374900251,300
KRR_TLCQM,1.5773733571504072,300
NN_TLCQM,0.1029104289229559,300
XGBoost_Target_Only,0.0951577596075327,500
KRR_Target_Only,8.779353795562221,500
NN_Target_Only,0.2548258441787915,500
XGBoost_Pool,0.0965260159709503,500
KRR_Pool,1.4082342491573427,500
NN_Pool,2.9036231816251874,500
XGBoost_TLCQM,0.099012055420008,500
KRR_TLCQM,1.4907439965374008,500
NN_TLCQM,0.1065054788678529,500
TKRR,1.8246074480440928,100
CDAR,5.847998546666824,100
DARC,35.09717429347073,100
TKRR,1.9175238698393475,200
CDAR,5.169003050819087,200
DARC,32.05950303186709,200
TKRR,1.8178405490278435,300
CDAR,5.536430028257877,300
DARC,37.03485015367246,300
TKRR,1.7300621583168845,500
CDAR,5.703405120969828,500
DARC,40.09687279902551,500
XGBoost_Target_Only,0.1211749240281814,100
KRR_Target_Only,31.04503112730132,100
NN_Target_Only,24.47538711201445,100
XGBoost_Pool,0.1010202106818682,100
KRR_Pool,1.617808710621658,100
NN_Pool,5.313088861010318,100
XGBoost_TLCQM,0.1043558610991151,100
KRR_TLCQM,1.7371603562586786,100
NN_TLCQM,0.1978905703372813,100
XGBoost_Target_Only,0.116000436032933,200
KRR_Target_Only,18.942289310111978,200
NN_Target_Only,22.74168123505128,200
XGBoost_Pool,0.1000673437602997,200
KRR_Pool,1.6195856475136827,200
NN_Pool,3.350185248271424,200
XGBoost_TLCQM,0.1040222231698658,200
