Method,MSE,source_size,target_size
CDAR,0.3286305594674804,200,200
DARC,1.6873921044394498,200,200
VNCD_MDD,0.3195462175742813,200,200
M3SDA_Reg,1.3695863053301855,200,200
CMSS_Reg,0.4274047957782212,200,200
TKRR,0.3210850967017506,500,200
CDAR,0.3204164622576815,500,200
DARC,1.6497802278893403,500,200
VNCD_MDD,0.3107620763931003,500,200
M3SDA_Reg,1.9534756022156403,500,200
CMSS_Reg,0.4600550227528292,500,200
TKRR,0.3279448460852867,1000,200
CDAR,0.3297412015387541,1000,200
DARC,1.003483762383967,1000,200
VNCD_MDD,0.327261089915653,1000,200
M3SDA_Reg,2.063572104972369,1000,200
CMSS_Reg,0.4399705664095277,1000,200
TKRR,0.318254796790573,2000,200
CDAR,0.3276390885731045,2000,200
DARC,3.730546503504223,2000,200
VNCD_MDD,0.3207014562975571,2000,200
M3SDA_Reg,2.426436043420102,2000,200
CMSS_Reg,0.4166093457816019,2000,200
TKRR,0.3214590701097757,100,250
CDAR,0.3241134582659625,100,250
DARC,0.8523066104769388,100,250
VNCD_MDD,0.3109967793440915,100,250
M3SDA_Reg,1.9421318413810644,100,250
CMSS_Reg,0.484296060014793,100,250
TKRR,0.3207513018946053,200,250
CDAR,0.3213590671047308,200,250
DARC,1.7674065166555346,200,250
VNCD_MDD,0.3136829001685539,200,250
M3SDA_Reg,1.5278299461909843,200,250
CMSS_Reg,0.4724327615445309,200,250
TKRR,0.3180236648270759,500,250
CDAR,0.319927535709016,500,250
DARC,0.3459062593397845,500,250
VNCD_MDD,0.3107330841342367,500,250
M3SDA_Reg,2.036535721633979,500,250
CMSS_Reg,0.4092023372629774,500,250
TKRR,0.3332495875358552,1000,250
CDAR,0.328536549297985,1000,250
DARC,0.3657892495932229,1000,250
VNCD_MDD,0.3226449162561113,1000,250
M3SDA_Reg,1.7509567600228402,1000,250
CMSS_Reg,0.4146698889204724,1000,250
TKRR,0.3196436667736245,2000,250
CDAR,0.3196823062428902,2000,250
DARC,0.5636602969588368,2000,250
VNCD_MDD,0.311086528206326,2000,250
M3SDA_Reg,2.298302591006192,2000,250
CMSS_Reg,0.4111318380138435,2000,250
TKRR,0.3398938019412472,100,50
CDAR,0.3297365709821735,100,50
DARC,0.7888495660401456,100,50
VNCD_MDD,0.3723175640181843,100,50
M3SDA_Reg,1.6783503016185968,100,50
CMSS_Reg,0.6602720579007222,100,50
TKRR,0.3428236108845659,200,50
CDAR,0.3172077449251385,200,50
DARC,0.7286140832581733,200,50
VNCD_MDD,0.3919890275361835,200,50
M3SDA_Reg,1.8349518677844248,200,50
CMSS_Reg,0.6317307281702133,200,50
TKRR,0.3378587859556139,500,50
CDAR,0.3074709009157635,500,50
DARC,2.37088297090696,500,50
VNCD_MDD,0.3662434922094041,500,50
M3SDA_Reg,1.5180585237740103,500,50
CMSS_Reg,0.6364762855908982,500,50
TKRR,0.3441791785536642,1000,50
CDAR,0.325259177593188,1000,50
DARC,0.6723038976076555,1000,50
VNCD_MDD,0.3407743135936397,1000,50
M3SDA_Reg,2.1494822374734266,1000,50
CMSS_Reg,0.6212388651085308,1000,50
TKRR,0.3387641684631977,2000,50
CDAR,0.320876964952349,2000,50
DARC,0.3836536640903867,2000,50
VNCD_MDD,0.3666885065339193,2000,50
M3SDA_Reg,2.053192846824769,2000,50
CMSS_Reg,0.702166833150237,2000,50
TKRR,0.3366542177491888,100,100
CDAR,0.3135377147755804,100,100
DARC,0.6192109682168483,100,100
VNCD_MDD,0.342634872292397,100,100
M3SDA_Reg,2.0155286434850583,100,100
CMSS_Reg,0.7137500265940775,100,100
TKRR,0.3406593523689102,200,100
CDAR,0.3180924705592228,200,100
DARC,1.4670671970653846,200,100
VNCD_MDD,0.4051032390873965,200,100
M3SDA_Reg,2.07075260968034,200,100
CMSS_Reg,0.6461767032786842,200,100
TKRR,0.3295924357208534,500,100
CDAR,0.301958807054819,500,100
DARC,0.5871026768438092,500,100
VNCD_MDD,0.3318160799116564,500,100
M3SDA_Reg,1.07716013111991,500,100
CMSS_Reg,0.4800221213592809,500,100
TKRR,0.3433225101575632,1000,100
CDAR,0.3202077718926164,1000,100
DARC,1.0457600295915217,1000,100
VNCD_MDD,0.3533579522144808,1000,100
M3SDA_Reg,2.286340405606726,1000,100
CMSS_Reg,0.5604955330884013,1000,100
TKRR,0.3430237747715068,2000,100
CDAR,0.3152706659102103,2000,100
DARC,2.592615651749538,2000,100
VNCD_MDD,0.3600977811459135,2000,100
M3SDA_Reg,2.2983521379744696,2000,100
CMSS_Reg,0.5854095932768352,2000,100
TKRR,0.3058943204815391,100,150
CDAR,0.307714692961745,100,150
DARC,0.4786109673606706,100,150
VNCD_MDD,0.327480057297193,100,150
M3SDA_Reg,1.9591551147657251,100,150
CMSS_Reg,0.4868971584507376,100,150
TKRR,0.3145964643427404,200,150
CDAR,0.3083994474506806,200,150
DARC,1.5078217764358428,200,150
VNCD_MDD,0.3468137643179933,200,150
M3SDA_Reg,2.3657182814733044,200,150
CMSS_Reg,0.467805661146494,200,150
TKRR,0.3088425905633911,500,150
CDAR,0.303388113505026,500,150
DARC,0.7176688359539442,500,150
VNCD_MDD,0.3228066037247551,500,150
M3SDA_Reg,1.858471248724597,500,150
CMSS_Reg,0.4902168469304284,500,150
TKRR,0.3144752358256318,1000,150
CDAR,0.3140318330267236,1000,150
DARC,2.664750742330098,1000,150
VNCD_MDD,0.3349529557109524,1000,150
M3SDA_Reg,2.3889626833808366,1000,150
CMSS_Reg,0.4562562810243291,1000,150
TKRR,0.3160996571232566,2000,150
CDAR,0.3129375374257341,2000,150
DARC,0.9283736780927456,2000,150
VNCD_MDD,0.3205873351751325,2000,150
M3SDA_Reg,1.86171605979826,2000,150
CMSS_Reg,0.4624935354135728,2000,150
TKRR,0.3210720868484802,100,200
CDAR,0.3114410379778182,100,200
DARC,0.9492930671438234,100,200
VNCD_MDD,0.3465701272176376,100,200
M3SDA_Reg,2.1324730753804517,100,200
CMSS_Reg,0.4499690236236193,100,200
TKRR,0.3264376274625563,200,200
CDAR,0.3200439764894696,200,200
DARC,0.4907008928170013,200,200
VNCD_MDD,0.3364036988984586,200,200
M3SDA_Reg,1.683125463705288,200,200
CMSS_Reg,0.4305373817013291,200,200
TKRR,0.3543347384254636,500,200
CDAR,0.3052854520507093,500,200
DARC,1.0871447311998632,500,200
VNCD_MDD,0.3063269266831916,500,200
M3SDA_Reg,1.2004945907306297,500,200
CMSS_Reg,0.4371409826367844,500,200
TKRR,0.3468246805470878,1000,200
CDAR,0.3115177630751011,1000,200
DARC,1.2359719357218129,1000,200
VNCD_MDD,0.317417888428646,1000,200
M3SDA_Reg,2.3319797900245525,1000,200
CMSS_Reg,0.4406929783687303,1000,200
TKRR,0.3239378855515624,2000,200
CDAR,0.3160207776165126,2000,200
DARC,1.194490325888056,2000,200
VNCD_MDD,0.3263845217970184,2000,200
M3SDA_Reg,2.312797463301602,2000,200
CMSS_Reg,0.4340975106387004,2000,200
TKRR,0.3153508025751798,100,250
CDAR,0.3057427970782995,100,250
DARC,0.7903909547266025,100,250
VNCD_MDD,0.3406373878626785,100,250
M3SDA_Reg,2.152844874968433,100,250
CMSS_Reg,0.5140147576471072,100,250
TKRR,0.3149080477085411,200,250
CDAR,0.3055885892838821,200,250
DARC,1.362835845653888,200,250
VNCD_MDD,0.3315708898850096,200,250
M3SDA_Reg,1.8240026980622683,200,250
CMSS_Reg,0.4514159372078353,200,250
TKRR,0.307481623534101,500,250
CDAR,0.3010272943557878,500,250
DARC,0.8125609200540379,500,250
VNCD_MDD,0.313514686170566,500,250
M3SDA_Reg,2.22682666508092,500,250
CMSS_Reg,0.4494090585616452,500,250
TKRR,0.321432182465143,1000,250
CDAR,0.3104954053085752,1000,250
DARC,0.3170121189659208,1000,250
VNCD_MDD,0.3379222820885142,1000,250
M3SDA_Reg,2.332235547296009,1000,250
CMSS_Reg,0.4261054541491958,1000,250
TKRR,0.3148392202837693,2000,250
CDAR,0.309719681308627,2000,250
DARC,3.192579376373625,2000,250
VNCD_MDD,0.3267473782812927,2000,250
M3SDA_Reg,2.373646457224599,2000,250
CMSS_Reg,0.4223175303614608,2000,250
TKRR,0.3571609749858091,100,50
CDAR,0.317868512267386,100,50
DARC,3.0775037518585666,100,50
VNCD_MDD,0.3658924074953367,100,50
M3SDA_Reg,1.819784705326,100,50
CMSS_Reg,0.7628546120108467,100,50
TKRR,0.3704420824783272,200,50
CDAR,0.3293496093808545,200,50
DARC,2.791605055620596,200,50
VNCD_MDD,0.3532105294581332,200,50
M3SDA_Reg,1.83792709314338,200,50
CMSS_Reg,0.5646262164346578,200,50
TKRR,0.3617570181891547,500,50
CDAR,0.3199650319174976,500,50
DARC,2.830655380373183,500,50
VNCD_MDD,0.355965828346092,500,50
M3SDA_Reg,1.830573268874667,500,50
CMSS_Reg,0.5910058987600928,500,50
TKRR,0.3644872339424039,1000,50
CDAR,0.3242675121680989,1000,50
DARC,1.5418915814336354,1000,50
VNCD_MDD,0.3654002275004032,1000,50
M3SDA_Reg,2.000219986360632,1000,50
CMSS_Reg,0.6141458113987528,1000,50
TKRR,0.3599877834370786,2000,50
CDAR,0.3159310989244459,2000,50
DARC,5.984932678393741,2000,50
VNCD_MDD,0.3391000207034858,2000,50
M3SDA_Reg,2.142145842295658,2000,50
CMSS_Reg,0.5732709061211662,2000,50
TKRR,0.3699256841173446,100,100
CDAR,0.3048292274529971,100,100
DARC,0.9690558404556668,100,100
VNCD_MDD,0.3193739997067018,100,100
M3SDA_Reg,1.8633156484828448,100,100
CMSS_Reg,0.4322120224415788,100,100
TKRR,0.3797465323821924,200,100
CDAR,0.3118805280360269,200,100
DARC,1.4291126915657282,200,100
VNCD_MDD,0.320046385519747,200,100
M3SDA_Reg,2.116981674657801,200,100
CMSS_Reg,0.4949013295504286,200,100
TKRR,0.3651792141702221,500,100
CDAR,0.3124377417764107,500,100
DARC,3.47516440842368,500,100
VNCD_MDD,0.3186529603766886,500,100
M3SDA_Reg,1.674386416905127,500,100
CMSS_Reg,0.4504632564126526,500,100
TKRR,0.3828482970114252,1000,100
CDAR,0.3088414253732049,1000,100
DARC,1.4885989548905845,1000,100
VNCD_MDD,0.314729485773519,1000,100
M3SDA_Reg,1.511451819200225,1000,100
CMSS_Reg,0.4783075655309359,1000,100
TKRR,0.3574984773364702,2000,100
CDAR,0.3055342604275521,2000,100
DARC,4.52064244902182,2000,100
VNCD_MDD,0.3142045565650471,2000,100
M3SDA_Reg,2.140303580175249,2000,100
CMSS_Reg,0.4465042982431367,2000,100
TKRR,0.3080442248175364,100,150
CDAR,0.3015624219018909,100,150
DARC,0.9554455372478118,100,150
VNCD_MDD,0.3043272851712646,100,150
M3SDA_Reg,1.9371368927884127,100,150
CMSS_Reg,0.4487540591942237,100,150
TKRR,0.3051604500497677,200,150
CDAR,0.3039265176886666,200,150
DARC,1.0171991426752545,200,150
VNCD_MDD,0.3121467128443794,200,150
M3SDA_Reg,1.827809793407912,200,150
CMSS_Reg,0.4352721285206571,200,150
TKRR,0.3036605258370737,500,150
CDAR,0.301687368217662,500,150
DARC,2.183604567402828,500,150
VNCD_MDD,0.3083408009422114,500,150
M3SDA_Reg,1.88642842994718,500,150
CMSS_Reg,0.4045672009013106,500,150
TKRR,0.3025757146639366,1000,150
CDAR,0.297296483241443,1000,150
DARC,1.141074614032617,1000,150
VNCD_MDD,0.3067116185200755,1000,150
M3SDA_Reg,2.158264458080148,1000,150
CMSS_Reg,0.4384021059393699,1000,150
TKRR,0.2938430721744557,2000,150
CDAR,0.2907695400639781,2000,150
DARC,2.9048434992302123,2000,150
VNCD_MDD,0.2928807611969009,2000,150
M3SDA_Reg,2.055583854745256,2000,150
CMSS_Reg,0.3941128394284066,2000,150
TKRR,0.3168481546270345,100,200
CDAR,0.300692601035138,100,200
DARC,0.6568555857819807,100,200
VNCD_MDD,0.3118189424895059,100,200
M3SDA_Reg,1.5735529087932203,100,200
CMSS_Reg,0.4565232082710322,100,200
TKRR,0.304669545766953,200,200
CDAR,0.2918602937407462,200,200
DARC,0.9595250903021456,200,200
VNCD_MDD,0.3088759041550576,200,200
M3SDA_Reg,1.4831409025350326,200,200
CMSS_Reg,0.466618082275179,200,200
TKRR,0.3111046429685195,500,200
CDAR,0.2988516186284376,500,200
DARC,2.3411456000028568,500,200
VNCD_MDD,0.3064787758046539,500,200
M3SDA_Reg,2.0082645745778724,500,200
CMSS_Reg,0.3868484611297234,500,200
TKRR,0.309429615156478,1000,200
CDAR,0.2941785435494838,1000,200
DARC,0.9734313075076236,1000,200
VNCD_MDD,0.3045866450492511,1000,200
M3SDA_Reg,1.817975544455403,1000,200
CMSS_Reg,0.4385545300259065,1000,200
TKRR,0.3060795255945388,2000,200
CDAR,0.2984277219751753,2000,200
DARC,2.8706136336652204,2000,200
VNCD_MDD,0.3044917268095832,2000,200
M3SDA_Reg,1.9256945733786768,2000,200
CMSS_Reg,0.4162309557277334,2000,200
TKRR,0.3368483891604393,100,250
CDAR,0.3040381338418613,100,250
DARC,1.5541533676333696,100,250
VNCD_MDD,0.3144292922435746,100,250
M3SDA_Reg,1.7027197758765884,100,250
CMSS_Reg,0.4863501093193919,100,250
TKRR,0.3198199827248252,200,250
CDAR,0.3012389159239076,200,250
DARC,1.559819769033615,200,250
VNCD_MDD,0.3034594820258385,200,250
M3SDA_Reg,1.5322085144916489,200,250
CMSS_Reg,0.421931950642043,200,250
TKRR,0.3178746662777698,500,250
CDAR,0.2978110151361295,500,250
DARC,0.9120839886458906,500,250
VNCD_MDD,0.3082973767933026,500,250
M3SDA_Reg,1.783572600003302,500,250
CMSS_Reg,0.3856333420368205,500,250
TKRR,0.306438880215454,1000,250
CDAR,0.2911133999981634,1000,250
DARC,1.8358512524019452,1000,250
VNCD_MDD,0.2971996629544143,1000,250
M3SDA_Reg,1.8300230872407617,1000,250
CMSS_Reg,0.3991806300343502,1000,250
TKRR,0.3141235421074186,2000,250
CDAR,0.2972174318781685,2000,250
DARC,2.740480744413952,2000,250
VNCD_MDD,0.3032667825462873,2000,250
M3SDA_Reg,1.9380571799562372,2000,250
CMSS_Reg,0.4078187447584399,2000,250
TKRR,0.7387311076314447,100,50
CDAR,0.3268940822872686,100,50
DARC,0.6962128162492655,100,50
VNCD_MDD,0.3633994701996215,100,50
M3SDA_Reg,2.752497375402059,100,50
CMSS_Reg,0.8249324553285938,100,50
TKRR,0.6032037063305277,200,50
CDAR,0.3411505156213708,200,50
DARC,1.8148100881908655,200,50
VNCD_MDD,0.3276687910008308,200,50
M3SDA_Reg,1.8521943816239792,200,50
CMSS_Reg,0.6370368470316564,200,50
TKRR,0.4999108622043735,500,50
CDAR,0.3432227992653656,500,50
DARC,3.438280707620017,500,50
VNCD_MDD,0.3371410768817474,500,50
M3SDA_Reg,2.42453170643369,500,50
CMSS_Reg,0.5466537798968828,500,50
TKRR,0.4985363760923668,1000,50
CDAR,0.3388984035818719,1000,50
DARC,3.526053131202876,1000,50
VNCD_MDD,0.335945536705714,1000,50
M3SDA_Reg,2.402387572505845,1000,50
CMSS_Reg,0.6002124560279736,1000,50
TKRR,0.4871030557869659,2000,50
CDAR,0.3386686922519034,2000,50
DARC,2.5993080130950204,2000,50
VNCD_MDD,0.3236934471293964,2000,50
M3SDA_Reg,2.560880477264712,2000,50
CMSS_Reg,0.5282552276973155,2000,50
TKRR,0.342149700610701,100,100
CDAR,0.3264498239884256,100,100
DARC,0.4807862941035933,100,100
VNCD_MDD,0.3339038525018168,100,100
M3SDA_Reg,2.496310319514025,100,100
CMSS_Reg,0.5777474544083634,100,100
TKRR,0.3392338448647551,200,100
CDAR,0.3303749442541511,200,100
DARC,1.160415050359608,200,100
VNCD_MDD,0.3131418965779908,200,100
M3SDA_Reg,1.4988206260302366,200,100
CMSS_Reg,0.4545030391738564,200,100
TKRR,0.3491860206877163,500,100
CDAR,0.3365878571393678,500,100
DARC,1.6647966582082097,500,100
VNCD_MDD,0.3570598214088608,500,100
M3SDA_Reg,1.9727352289156488,500,100
CMSS_Reg,0.4811674900885188,500,100
TKRR,0.3460757253137481,1000,100
CDAR,0.3279467547807674,1000,100
DARC,1.0234272854763051,1000,100
VNCD_MDD,0.3449916392367917,1000,100
M3SDA_Reg,2.2600130446466777,1000,100
CMSS_Reg,0.515658267220594,1000,100
TKRR,0.3352222801310831,2000,100
CDAR,0.3231759776188165,2000,100
DARC,4.191638126809308,2000,100
VNCD_MDD,0.3063922533610528,2000,100
M3SDA_Reg,2.353110955808455,2000,100
CMSS_Reg,0.4571580392562548,2000,100
TKRR,0.3089777842186852,100,150
CDAR,0.3111341585687982,100,150
DARC,0.5127357603953303,100,150
VNCD_MDD,0.3130302307886452,100,150
M3SDA_Reg,1.029566845855808,100,150
CMSS_Reg,0.4503919349558364,100,150
TKRR,0.3810410180519596,200,150
CDAR,0.3152899718815429,200,150
DARC,1.4928702955973785,200,150
VNCD_MDD,0.3175183317712959,200,150
M3SDA_Reg,1.7697785525990024,200,150
CMSS_Reg,0.4104505307585992,200,150
TKRR,0.3249005835094488,500,150
CDAR,0.3194277810909444,500,150
DARC,2.094322499290012,500,150
VNCD_MDD,0.3165582039973818,500,150
M3SDA_Reg,1.7237174258898118,500,150
CMSS_Reg,0.4206658881822891,500,150
TKRR,0.3096249111161942,1000,150
CDAR,0.3025877295945919,1000,150
DARC,1.4181489605265192,1000,150
VNCD_MDD,0.2973582505692519,1000,150
M3SDA_Reg,2.0210810750553847,1000,150
CMSS_Reg,0.4232646486521393,1000,150
TKRR,0.3100140702936101,2000,150
CDAR,0.3114758000158554,2000,150
DARC,1.7587241843909178,2000,150
VNCD_MDD,0.2988674522784787,2000,150
M3SDA_Reg,1.96033352494366,2000,150
CMSS_Reg,0.3877969483081097,2000,150
TKRR,0.3078959309408971,100,200
CDAR,0.3161204180267937,100,200
DARC,0.5492045250772738,100,200
VNCD_MDD,0.3231825362089036,100,200
M3SDA_Reg,1.9912518334650164,100,200
CMSS_Reg,0.4103707426198542,100,200
TKRR,0.310751821313775,200,200
CDAR,0.315114928776846,200,200
DARC,0.6551277423017705,200,200
VNCD_MDD,0.3201116855624927,200,200
M3SDA_Reg,1.3591191015130826,200,200
CMSS_Reg,0.3965564132542409,200,200
TKRR,0.3188058692066106,500,200
CDAR,0.3217349282408801,500,200
DARC,2.4153945549415257,500,200
VNCD_MDD,0.32164329305287,500,200
M3SDA_Reg,1.6173429822281662,500,200
CMSS_Reg,0.4363917120806035,500,200
TKRR,0.3045051470066265,1000,200
CDAR,0.3067505082256956,1000,200
DARC,1.146957350147864,1000,200
VNCD_MDD,0.292416761196162,1000,200
M3SDA_Reg,2.3717994147621195,1000,200
CMSS_Reg,0.4156651263196121,1000,200
TKRR,0.2951549551909754,2000,200
CDAR,0.3086084279175816,2000,200
DARC,0.9893862766560798,2000,200
VNCD_MDD,0.2980740661510492,2000,200
M3SDA_Reg,2.000438152809257,2000,200
CMSS_Reg,0.4093667779283076,2000,200
TKRR,0.3485259837094946,100,250
CDAR,0.3207175965465928,100,250
DARC,0.4577560961051503,100,250
VNCD_MDD,0.3137989538014757,100,250
M3SDA_Reg,1.7135612529244688,100,250
CMSS_Reg,0.4033278232582101,100,250
TKRR,0.3512046908102961,200,250
CDAR,0.3231313629943113,200,250
DARC,0.4399914405240152,200,250
VNCD_MDD,0.3186599454534488,200,250
M3SDA_Reg,1.6069604972464586,200,250
CMSS_Reg,0.4045935729396957,200,250
TKRR,0.3562138449060104,500,250
CDAR,0.3190657502402092,500,250
DARC,0.479559067818989,500,250
VNCD_MDD,0.3109913512504615,500,250
M3SDA_Reg,1.677833902939337,500,250
CMSS_Reg,0.3696215307688983,500,250
TKRR,0.357897771096326,1000,250
CDAR,0.3201840828966901,1000,250
DARC,1.2074929011149007,1000,250
VNCD_MDD,0.3086720537221627,1000,250
M3SDA_Reg,2.44471416692655,1000,250
CMSS_Reg,0.4142184993550427,1000,250
TKRR,0.3520230506381284,2000,250
CDAR,0.3217556756682224,2000,250
DARC,3.545412986815603,2000,250
VNCD_MDD,0.3072580285981965,2000,250
M3SDA_Reg,2.402062155773541,2000,250
CMSS_Reg,0.3670962056684979,2000,250
TKRR,0.3970438030709231,100,50
CDAR,0.3148944087518857,100,50
DARC,0.5230079934652118,100,50
VNCD_MDD,0.3792223575886303,100,50
M3SDA_Reg,0.7998830713870262,100,50
CMSS_Reg,0.6992394517828847,100,50
TKRR,0.4363833491584892,200,50
CDAR,0.3088804086763671,200,50
DARC,0.4924388369371476,200,50
VNCD_MDD,0.3297836954636075,200,50
M3SDA_Reg,1.7698662547551176,200,50
CMSS_Reg,0.934297542689596,200,50
TKRR,0.4889370195189123,500,50
CDAR,0.3167077628397343,500,50
DARC,1.1051997529766946,500,50
VNCD_MDD,0.3295279001936454,500,50
M3SDA_Reg,1.885335312826168,500,50
CMSS_Reg,0.7525822648265149,500,50
TKRR,0.9356582608105036,1000,50
CDAR,0.3321112073807101,1000,50
DARC,2.4721101797203717,1000,50
VNCD_MDD,0.342723670684041,1000,50
M3SDA_Reg,2.2661783910120765,1000,50
CMSS_Reg,0.7821039453147979,1000,50
TKRR,0.4004013760892576,2000,50
CDAR,0.3031207979045659,2000,50
DARC,1.4263851228488205,2000,50
VNCD_MDD,0.3133782374179545,2000,50
M3SDA_Reg,2.272511608318681,2000,50
CMSS_Reg,0.6796764178941638,2000,50
TKRR,0.3335695972106646,100,100
CDAR,0.3005410185568827,100,100
DARC,0.7062517760465529,100,100
VNCD_MDD,0.3652779310723447,100,100
M3SDA_Reg,2.0575571644472954,100,100
CMSS_Reg,0.5434197599605307,100,100
TKRR,0.3335665306282522,200,100
CDAR,0.3037485156995965,200,100
DARC,0.3599470971014459,200,100
VNCD_MDD,0.3242502814565935,200,100
M3SDA_Reg,0.9092672355008806,200,100
CMSS_Reg,0.4488031585768125,200,100
TKRR,0.3438368182951326,500,100
CDAR,0.3134755107105488,500,100
DARC,1.477354948392884,500,100
VNCD_MDD,0.3316878525939301,500,100
M3SDA_Reg,1.9732320472330327,500,100
CMSS_Reg,0.4498070661595702,500,100
TKRR,0.3471144107054654,1000,100
CDAR,0.3156496265984115,1000,100
DARC,3.916327960702664,1000,100
VNCD_MDD,0.336862208653218,1000,100
M3SDA_Reg,2.1874329141539226,1000,100
CMSS_Reg,0.4961072505490114,1000,100
TKRR,0.3289136912088145,2000,100
CDAR,0.3017060541403257,2000,100
DARC,0.9168159042206908,2000,100
VNCD_MDD,0.3293707030987343,2000,100
M3SDA_Reg,2.3369296765705783,2000,100
CMSS_Reg,0.4778826213022475,2000,100
TKRR,0.3048461443657315,100,150
CDAR,0.3154841867184359,100,150
DARC,0.4357687525653498,100,150
VNCD_MDD,0.3337219977005745,100,150
M3SDA_Reg,1.0182591214778185,100,150
CMSS_Reg,0.5656664475559454,100,150
TKRR,0.3052318567990963,200,150
CDAR,0.3123419222637162,200,150
DARC,0.7449710640243001,200,150
VNCD_MDD,0.3167681330287448,200,150
M3SDA_Reg,1.491012027281811,200,150
CMSS_Reg,0.4542972522169433,200,150
TKRR,0.3144277449310781,500,150
CDAR,0.3169117830062025,500,150
DARC,0.4051830782949348,500,150
VNCD_MDD,0.343312007636339,500,150
M3SDA_Reg,1.783373576819896,500,150
CMSS_Reg,0.4748609978492446,500,150
TKRR,0.3155787128601318,1000,150
CDAR,0.3210524490767406,1000,150
DARC,3.5680570872371487,1000,150
VNCD_MDD,0.3292191956004275,1000,150
M3SDA_Reg,2.50354464548155,1000,150
CMSS_Reg,0.4832574096186365,1000,150
TKRR,0.3009178646896996,2000,150
CDAR,0.3031686039553986,2000,150
DARC,0.3989092687358202,2000,150
VNCD_MDD,0.3017445134622949,2000,150
M3SDA_Reg,2.2906808586570144,2000,150
CMSS_Reg,0.4736359499209358,2000,150
TKRR,0.3089085812669516,100,200
