Method,MSE,source_size,target_size,alpha
KRR_Mixup_Comb,3.0382355939370296,4500,150,0.2
NN_Mixup_Comb,0.4072399135584409,4500,150,0.2
XGBoost_Mixup_Comb,0.3383206437880088,4500,150,0.4
KRR_Mixup_Comb,1.286707625339,4500,150,0.4
NN_Mixup_Comb,0.3807262456055925,4500,150,0.4
XGBoost_Mixup_Comb,0.3359747800384486,4500,150,0.5
KRR_Mixup_Comb,1.3892791868704304,4500,150,0.5
NN_Mixup_Comb,0.3810456351947929,4500,150,0.5
XGBoost_Mixup_Comb,0.340216162578272,4500,150,0.6
KRR_Mixup_Comb,0.9745627975986796,4500,150,0.6
NN_Mixup_Comb,0.3704708328492807,4500,150,0.6
XGBoost_Mixup_Comb,0.3363436205151556,4500,150,0.8
KRR_Mixup_Comb,0.8437586323694628,4500,150,0.8
NN_Mixup_Comb,0.3514274072620952,4500,150,0.8
XGBoost_Mixup_Comb,0.3762113333296844,50,50,0.2
KRR_Mixup_Comb,1.219540752912861,50,50,0.2
NN_Mixup_Comb,0.4128907623320266,50,50,0.2
XGBoost_Mixup_Comb,0.3699857379910403,50,50,0.4
KRR_Mixup_Comb,1.6717691303731372,50,50,0.4
NN_Mixup_Comb,0.4005472445760502,50,50,0.4
XGBoost_Mixup_Comb,0.3618445017947776,50,50,0.5
KRR_Mixup_Comb,1.8881525190757211,50,50,0.5
NN_Mixup_Comb,0.4170240475208771,50,50,0.5
XGBoost_Mixup_Comb,0.350724723335985,50,50,0.6
KRR_Mixup_Comb,0.9708819644689264,50,50,0.6
NN_Mixup_Comb,0.3890154981280111,50,50,0.6
XGBoost_Mixup_Comb,0.3775523843324643,50,50,0.8
KRR_Mixup_Comb,0.7320131416433066,50,50,0.8
NN_Mixup_Comb,0.4142650823133918,50,50,0.8
XGBoost_Mixup_Comb,0.3729334429905475,100,50,0.2
KRR_Mixup_Comb,1.2031822494767968,100,50,0.2
NN_Mixup_Comb,0.4145765009642855,100,50,0.2
XGBoost_Mixup_Comb,0.3690146785051305,100,50,0.4
KRR_Mixup_Comb,1.6428786156393491,100,50,0.4
NN_Mixup_Comb,0.4037495151027016,100,50,0.4
XGBoost_Mixup_Comb,0.3607980890141571,100,50,0.5
KRR_Mixup_Comb,1.9008558980431944,100,50,0.5
NN_Mixup_Comb,0.4175376354383046,100,50,0.5
XGBoost_Mixup_Comb,0.3536676827133571,100,50,0.6
KRR_Mixup_Comb,0.9902320678635363,100,50,0.6
NN_Mixup_Comb,0.3923652819428263,100,50,0.6
XGBoost_Mixup_Comb,0.3787951539004434,100,50,0.8
KRR_Mixup_Comb,0.7274215157641227,100,50,0.8
NN_Mixup_Comb,0.4151680195096725,100,50,0.8
XGBoost_Mixup_Comb,0.3600101899468773,250,50,0.2
KRR_Mixup_Comb,1.2240219533194494,250,50,0.2
NN_Mixup_Comb,0.3944913331234579,250,50,0.2
XGBoost_Mixup_Comb,0.3565547616903064,250,50,0.4
KRR_Mixup_Comb,1.677939213957683,250,50,0.4
NN_Mixup_Comb,0.3832511732296562,250,50,0.4
XGBoost_Mixup_Comb,0.3515377622946903,250,50,0.5
KRR_Mixup_Comb,1.9077241560838036,250,50,0.5
NN_Mixup_Comb,0.3932840166393348,250,50,0.5
XGBoost_Mixup_Comb,0.3375571684012577,250,50,0.6
KRR_Mixup_Comb,1.0061514563347684,250,50,0.6
NN_Mixup_Comb,0.3762979287170302,250,50,0.6
XGBoost_Mixup_Comb,0.3662643655301202,250,50,0.8
KRR_Mixup_Comb,0.7383624606398663,250,50,0.8
NN_Mixup_Comb,0.3943125774350552,250,50,0.8
XGBoost_Mixup_Comb,0.3639153046408913,500,50,0.2
KRR_Mixup_Comb,1.158869877750597,500,50,0.2
NN_Mixup_Comb,0.3957491341383611,500,50,0.2
XGBoost_Mixup_Comb,0.3610122328990352,500,50,0.4
KRR_Mixup_Comb,1.5798037536400844,500,50,0.4
NN_Mixup_Comb,0.3889335947492053,500,50,0.4
XGBoost_Mixup_Comb,0.3531559733610975,500,50,0.5
KRR_Mixup_Comb,1.8642932625055928,500,50,0.5
NN_Mixup_Comb,0.3984263971742801,500,50,0.5
XGBoost_Mixup_Comb,0.339218912696256,500,50,0.6
KRR_Mixup_Comb,0.9791840819508364,500,50,0.6
NN_Mixup_Comb,0.3725951088036284,500,50,0.6
XGBoost_Mixup_Comb,0.3722234318861168,500,50,0.8
KRR_Mixup_Comb,0.720106029024665,500,50,0.8
NN_Mixup_Comb,0.3971823119192075,500,50,0.8
XGBoost_Mixup_Comb,0.3641231936770568,750,50,0.2
KRR_Mixup_Comb,1.1758872603029686,750,50,0.2
NN_Mixup_Comb,0.4070562046259087,750,50,0.2
XGBoost_Mixup_Comb,0.3619496653773076,750,50,0.4
KRR_Mixup_Comb,1.6189414605122183,750,50,0.4
NN_Mixup_Comb,0.3950835018597721,750,50,0.4
XGBoost_Mixup_Comb,0.3575020124478125,750,50,0.5
KRR_Mixup_Comb,1.8750622641501096,750,50,0.5
NN_Mixup_Comb,0.4070942768214373,750,50,0.5
XGBoost_Mixup_Comb,0.3472269794074491,750,50,0.6
KRR_Mixup_Comb,1.007094498129768,750,50,0.6
NN_Mixup_Comb,0.380156709615119,750,50,0.6
XGBoost_Mixup_Comb,0.3734352158292302,750,50,0.8
KRR_Mixup_Comb,0.7332121227927315,750,50,0.8
NN_Mixup_Comb,0.4063009666340581,750,50,0.8
XGBoost_Mixup_Comb,0.3591625909082928,1000,50,0.2
KRR_Mixup_Comb,1.1395356056419383,1000,50,0.2
NN_Mixup_Comb,0.3971940751255652,1000,50,0.2
XGBoost_Mixup_Comb,0.3601278925527396,1000,50,0.4
KRR_Mixup_Comb,1.5454654965562344,1000,50,0.4
NN_Mixup_Comb,0.385662095072924,1000,50,0.4
XGBoost_Mixup_Comb,0.3537060555791063,1000,50,0.5
KRR_Mixup_Comb,1.8167059801834191,1000,50,0.5
NN_Mixup_Comb,0.3953835001905519,1000,50,0.5
XGBoost_Mixup_Comb,0.3379285988139985,1000,50,0.6
KRR_Mixup_Comb,0.9725998009350996,1000,50,0.6
NN_Mixup_Comb,0.3759067514217472,1000,50,0.6
XGBoost_Mixup_Comb,0.3608886766623156,1000,50,0.8
KRR_Mixup_Comb,0.6947348731428049,1000,50,0.8
NN_Mixup_Comb,0.3962952555933788,1000,50,0.8
XGBoost_Mixup_Comb,0.3578637465906564,1500,50,0.2
KRR_Mixup_Comb,1.1823274184176222,1500,50,0.2
NN_Mixup_Comb,0.3975296390509528,1500,50,0.2
XGBoost_Mixup_Comb,0.3522993966341182,1500,50,0.4
KRR_Mixup_Comb,1.6048764969876734,1500,50,0.4
NN_Mixup_Comb,0.3856208318744363,1500,50,0.4
XGBoost_Mixup_Comb,0.3477840297500305,1500,50,0.5
KRR_Mixup_Comb,1.917455364359828,1500,50,0.5
NN_Mixup_Comb,0.3990493603022105,1500,50,0.5
XGBoost_Mixup_Comb,0.3389260696938632,1500,50,0.6
KRR_Mixup_Comb,0.9990156781670032,1500,50,0.6
NN_Mixup_Comb,0.3704635407821899,1500,50,0.6
XGBoost_Mixup_Comb,0.3609602608105255,1500,50,0.8
KRR_Mixup_Comb,0.7399870977904837,1500,50,0.8
NN_Mixup_Comb,0.3953190346382967,1500,50,0.8
XGBoost_Mixup_Comb,0.3475074274575653,100,100,0.2
KRR_Mixup_Comb,1.934529356332552,100,100,0.2
NN_Mixup_Comb,0.450874660523334,100,100,0.2
XGBoost_Mixup_Comb,0.3335203987716701,100,100,0.4
KRR_Mixup_Comb,0.9969478707316912,100,100,0.4
NN_Mixup_Comb,0.4087414057881453,100,100,0.4
XGBoost_Mixup_Comb,0.3341348654203901,100,100,0.5
KRR_Mixup_Comb,0.8651940418754083,100,100,0.5
NN_Mixup_Comb,0.4034190331705282,100,100,0.5
XGBoost_Mixup_Comb,0.3366740881702119,100,100,0.6
KRR_Mixup_Comb,0.8189656101213753,100,100,0.6
NN_Mixup_Comb,0.3871688699518664,100,100,0.6
XGBoost_Mixup_Comb,0.3343236769529851,100,100,0.8
KRR_Mixup_Comb,0.746935411251274,100,100,0.8
NN_Mixup_Comb,0.3951648937370664,100,100,0.8
XGBoost_Mixup_Comb,0.3335352259801672,200,100,0.2
KRR_Mixup_Comb,1.813873302502158,200,100,0.2
NN_Mixup_Comb,0.4322535862296793,200,100,0.2
XGBoost_Mixup_Comb,0.3266495940253378,200,100,0.4
KRR_Mixup_Comb,0.8995830907225821,200,100,0.4
NN_Mixup_Comb,0.3899489313279048,200,100,0.4
XGBoost_Mixup_Comb,0.3202329719094174,200,100,0.5
KRR_Mixup_Comb,0.7955650702250116,200,100,0.5
NN_Mixup_Comb,0.3805279823047343,200,100,0.5
XGBoost_Mixup_Comb,0.3199676079874693,200,100,0.6
KRR_Mixup_Comb,0.7582488903955852,200,100,0.6
NN_Mixup_Comb,0.3686221667219929,200,100,0.6
XGBoost_Mixup_Comb,0.3178509259472694,200,100,0.8
KRR_Mixup_Comb,0.680314092492118,200,100,0.8
NN_Mixup_Comb,0.3735207792022317,200,100,0.8
XGBoost_Mixup_Comb,0.3423264188356665,500,100,0.2
KRR_Mixup_Comb,1.7398416271891608,500,100,0.2
NN_Mixup_Comb,0.4460112357300004,500,100,0.2
XGBoost_Mixup_Comb,0.3275160929232446,500,100,0.4
KRR_Mixup_Comb,0.9514530076308914,500,100,0.4
NN_Mixup_Comb,0.405927016728413,500,100,0.4
XGBoost_Mixup_Comb,0.3285121502373728,500,100,0.5
KRR_Mixup_Comb,0.7852214813217512,500,100,0.5
NN_Mixup_Comb,0.3977967941772476,500,100,0.5
XGBoost_Mixup_Comb,0.3320708550887808,500,100,0.6
KRR_Mixup_Comb,0.7751132970346174,500,100,0.6
NN_Mixup_Comb,0.383609095738852,500,100,0.6
XGBoost_Mixup_Comb,0.3317892157183913,500,100,0.8
KRR_Mixup_Comb,0.7340289047072749,500,100,0.8
NN_Mixup_Comb,0.3907727201535543,500,100,0.8
XGBoost_Mixup_Comb,0.3469854200795256,1000,100,0.2
KRR_Mixup_Comb,1.7016789768115692,1000,100,0.2
NN_Mixup_Comb,0.4264949723068389,1000,100,0.2
XGBoost_Mixup_Comb,0.3292813590103324,1000,100,0.4
KRR_Mixup_Comb,0.9881334464284832,1000,100,0.4
NN_Mixup_Comb,0.3907222353397385,1000,100,0.4
XGBoost_Mixup_Comb,0.3343135809550827,1000,100,0.5
KRR_Mixup_Comb,0.8306838087289752,1000,100,0.5
NN_Mixup_Comb,0.3883802915615927,1000,100,0.5
XGBoost_Mixup_Comb,0.3341037560211538,1000,100,0.6
KRR_Mixup_Comb,0.7989098640651171,1000,100,0.6
NN_Mixup_Comb,0.3764284404225893,1000,100,0.6
XGBoost_Mixup_Comb,0.3383512957110475,1000,100,0.8
KRR_Mixup_Comb,0.7238715823955648,1000,100,0.8
NN_Mixup_Comb,0.3832943367590236,1000,100,0.8
XGBoost_Mixup_Comb,0.3446303681055956,1500,100,0.2
KRR_Mixup_Comb,1.7685677571648148,1500,100,0.2
NN_Mixup_Comb,0.4289066776492842,1500,100,0.2
XGBoost_Mixup_Comb,0.3275565675317037,1500,100,0.4
KRR_Mixup_Comb,1.0097859744998905,1500,100,0.4
NN_Mixup_Comb,0.3940326989741033,1500,100,0.4
XGBoost_Mixup_Comb,0.3297447674791617,1500,100,0.5
KRR_Mixup_Comb,0.9227604917825148,1500,100,0.5
NN_Mixup_Comb,0.3872566907911429,1500,100,0.5
XGBoost_Mixup_Comb,0.3314226147909629,1500,100,0.6
KRR_Mixup_Comb,0.8942024623397304,1500,100,0.6
NN_Mixup_Comb,0.3783056951566593,1500,100,0.6
XGBoost_Mixup_Comb,0.3369990005429467,1500,100,0.8
KRR_Mixup_Comb,0.7881991905895357,1500,100,0.8
NN_Mixup_Comb,0.3840799344824137,1500,100,0.8
XGBoost_Mixup_Comb,0.3341043390882468,2000,100,0.2
KRR_Mixup_Comb,1.8227718240438808,2000,100,0.2
NN_Mixup_Comb,0.4234425339025514,2000,100,0.2
XGBoost_Mixup_Comb,0.3273502240616733,2000,100,0.4
KRR_Mixup_Comb,1.0035343978682016,2000,100,0.4
NN_Mixup_Comb,0.3826057036297101,2000,100,0.4
XGBoost_Mixup_Comb,0.3264325195802658,2000,100,0.5
KRR_Mixup_Comb,0.8267828997741106,2000,100,0.5
NN_Mixup_Comb,0.3776857104165573,2000,100,0.5
XGBoost_Mixup_Comb,0.323164127266913,2000,100,0.6
KRR_Mixup_Comb,0.8210711081105554,2000,100,0.6
NN_Mixup_Comb,0.3649452593899141,2000,100,0.6
XGBoost_Mixup_Comb,0.3250303895712579,2000,100,0.8
KRR_Mixup_Comb,0.7370546484065811,2000,100,0.8
NN_Mixup_Comb,0.3723840341698206,2000,100,0.8
XGBoost_Mixup_Comb,0.3305793975603843,3000,100,0.2
KRR_Mixup_Comb,1.967399597724095,3000,100,0.2
NN_Mixup_Comb,0.448657692248221,3000,100,0.2
XGBoost_Mixup_Comb,0.3192000312484343,3000,100,0.4
KRR_Mixup_Comb,1.0526448648533642,3000,100,0.4
NN_Mixup_Comb,0.396874748518092,3000,100,0.4
XGBoost_Mixup_Comb,0.3164607901389639,3000,100,0.5
KRR_Mixup_Comb,0.8972979505800873,3000,100,0.5
NN_Mixup_Comb,0.3871289491201776,3000,100,0.5
XGBoost_Mixup_Comb,0.3187037025673284,3000,100,0.6
KRR_Mixup_Comb,0.9439026306407642,3000,100,0.6
NN_Mixup_Comb,0.3756547126987841,3000,100,0.6
XGBoost_Mixup_Comb,0.3202643609981283,3000,100,0.8
KRR_Mixup_Comb,0.8311769828822796,3000,100,0.8
NN_Mixup_Comb,0.3770799511969373,3000,100,0.8
XGBoost_Mixup_Comb,0.3354462925309267,150,150,0.2
KRR_Mixup_Comb,1.3189044585680474,150,150,0.2
NN_Mixup_Comb,0.3780094133402805,150,150,0.2
XGBoost_Mixup_Comb,0.3171251764807352,150,150,0.4
KRR_Mixup_Comb,1.1225625642129338,150,150,0.4
NN_Mixup_Comb,0.3353457258432135,150,150,0.4
XGBoost_Mixup_Comb,0.3241265689537068,150,150,0.5
KRR_Mixup_Comb,1.2264087717134284,150,150,0.5
NN_Mixup_Comb,0.3492064862561426,150,150,0.5
XGBoost_Mixup_Comb,0.3298650416544235,150,150,0.6
KRR_Mixup_Comb,0.9502694782465824,150,150,0.6
NN_Mixup_Comb,0.3341766593376301,150,150,0.6
XGBoost_Mixup_Comb,0.3334212405773047,150,150,0.8
KRR_Mixup_Comb,0.8441340369699705,150,150,0.8
NN_Mixup_Comb,0.3327409227218906,150,150,0.8
XGBoost_Mixup_Comb,0.3297440162439261,300,150,0.2
KRR_Mixup_Comb,1.334413547816988,300,150,0.2
NN_Mixup_Comb,0.3775744208947578,300,150,0.2
XGBoost_Mixup_Comb,0.3100441498753134,300,150,0.4
KRR_Mixup_Comb,1.121205913337381,300,150,0.4
NN_Mixup_Comb,0.327123661683361,300,150,0.4
XGBoost_Mixup_Comb,0.3134075218375715,300,150,0.5
KRR_Mixup_Comb,1.246303048083957,300,150,0.5
NN_Mixup_Comb,0.3437446823638747,300,150,0.5
XGBoost_Mixup_Comb,0.3241113221356458,300,150,0.6
KRR_Mixup_Comb,0.9553159189776068,300,150,0.6
NN_Mixup_Comb,0.3294041833173514,300,150,0.6
XGBoost_Mixup_Comb,0.320947138617357,300,150,0.8
KRR_Mixup_Comb,0.8565137424521364,300,150,0.8
NN_Mixup_Comb,0.3247596718027475,300,150,0.8
XGBoost_Mixup_Comb,0.337792493734755,750,150,0.2
KRR_Mixup_Comb,1.1831788649025508,750,150,0.2
NN_Mixup_Comb,0.3884185467440493,750,150,0.2
XGBoost_Mixup_Comb,0.3185788286973959,750,150,0.4
KRR_Mixup_Comb,1.003057696662111,750,150,0.4
NN_Mixup_Comb,0.3382877645116926,750,150,0.4
XGBoost_Mixup_Comb,0.3297092164986368,750,150,0.5
KRR_Mixup_Comb,1.1516119512957068,750,150,0.5
NN_Mixup_Comb,0.3576103179299456,750,150,0.5
XGBoost_Mixup_Comb,0.3326275038438406,750,150,0.6
KRR_Mixup_Comb,0.918773828573818,750,150,0.6
NN_Mixup_Comb,0.3397052172469049,750,150,0.6
XGBoost_Mixup_Comb,0.3306768823527011,750,150,0.8
KRR_Mixup_Comb,0.7932757824582756,750,150,0.8
NN_Mixup_Comb,0.3414552402133389,750,150,0.8
XGBoost_Mixup_Comb,0.3258257999278788,1500,150,0.2
KRR_Mixup_Comb,1.1931073781954444,1500,150,0.2
NN_Mixup_Comb,0.3769036012555267,1500,150,0.2
XGBoost_Mixup_Comb,0.3132626093318159,1500,150,0.4
KRR_Mixup_Comb,0.9857511809509608,1500,150,0.4
NN_Mixup_Comb,0.3320246602114393,1500,150,0.4
XGBoost_Mixup_Comb,0.3171265024994085,1500,150,0.5
KRR_Mixup_Comb,1.183182732032198,1500,150,0.5
NN_Mixup_Comb,0.3463036527299024,1500,150,0.5
XGBoost_Mixup_Comb,0.32345279948522,1500,150,0.6
KRR_Mixup_Comb,0.9347148160424292,1500,150,0.6
NN_Mixup_Comb,0.3292936546346265,1500,150,0.6
XGBoost_Mixup_Comb,0.3263442525672767,1500,150,0.8
KRR_Mixup_Comb,0.8009202654435363,1500,150,0.8
NN_Mixup_Comb,0.329323339376655,1500,150,0.8
XGBoost_Mixup_Comb,0.3309379944723601,2250,150,0.2
KRR_Mixup_Comb,1.227660483617917,2250,150,0.2
NN_Mixup_Comb,0.3792206155836652,2250,150,0.2
XGBoost_Mixup_Comb,0.3135867636630422,2250,150,0.4
KRR_Mixup_Comb,0.9927665338436776,2250,150,0.4
NN_Mixup_Comb,0.3309952894148268,2250,150,0.4
XGBoost_Mixup_Comb,0.3206157375797343,2250,150,0.5
KRR_Mixup_Comb,1.212023363112822,2250,150,0.5
NN_Mixup_Comb,0.3485265229226711,2250,150,0.5
XGBoost_Mixup_Comb,0.3235595795881572,2250,150,0.6
KRR_Mixup_Comb,0.9154374576257628,2250,150,0.6
NN_Mixup_Comb,0.3343390860531482,2250,150,0.6
XGBoost_Mixup_Comb,0.3271037030682702,2250,150,0.8
KRR_Mixup_Comb,0.8322077637442239,2250,150,0.8
NN_Mixup_Comb,0.3318944329322637,2250,150,0.8
XGBoost_Mixup_Comb,0.3298845853887583,3000,150,0.2
KRR_Mixup_Comb,1.204991855317367,3000,150,0.2
NN_Mixup_Comb,0.372000675006338,3000,150,0.2
XGBoost_Mixup_Comb,0.3090483503042093,3000,150,0.4
KRR_Mixup_Comb,0.987148674576111,3000,150,0.4
NN_Mixup_Comb,0.3334506647106768,3000,150,0.4
XGBoost_Mixup_Comb,0.3236919759878315,3000,150,0.5
KRR_Mixup_Comb,1.1902556609921489,3000,150,0.5
NN_Mixup_Comb,0.3477693067562425,3000,150,0.5
XGBoost_Mixup_Comb,0.3275654430016856,3000,150,0.6
KRR_Mixup_Comb,0.8823196025893233,3000,150,0.6
NN_Mixup_Comb,0.3355864991566681,3000,150,0.6
XGBoost_Mixup_Comb,0.3320847697250485,3000,150,0.8
KRR_Mixup_Comb,0.772721250438039,3000,150,0.8
NN_Mixup_Comb,0.3278718787915102,3000,150,0.8
XGBoost_Mixup_Comb,0.339333021520151,4500,150,0.2
KRR_Mixup_Comb,1.4398667072310134,4500,150,0.2
NN_Mixup_Comb,0.3840855634598079,4500,150,0.2
XGBoost_Mixup_Comb,0.3232362107739112,4500,150,0.4
KRR_Mixup_Comb,1.1854129228378725,4500,150,0.4
NN_Mixup_Comb,0.3369318728935738,4500,150,0.4
XGBoost_Mixup_Comb,0.3270817246038328,4500,150,0.5
KRR_Mixup_Comb,1.408098435387059,4500,150,0.5
NN_Mixup_Comb,0.3512227427609126,4500,150,0.5
XGBoost_Mixup_Comb,0.3298746664812336,4500,150,0.6
KRR_Mixup_Comb,0.981087250721094,4500,150,0.6
NN_Mixup_Comb,0.3328939152689138,4500,150,0.6
XGBoost_Mixup_Comb,0.3295161320603661,4500,150,0.8
KRR_Mixup_Comb,0.880479006950092,4500,150,0.8
NN_Mixup_Comb,0.3317833884540078,4500,150,0.8
XGBoost_Mixup_Comb,0.3508065263019952,50,50,0.2
KRR_Mixup_Comb,2.337283557321454,50,50,0.2
NN_Mixup_Comb,0.5059522623263165,50,50,0.2
XGBoost_Mixup_Comb,0.3638146036347664,50,50,0.4
KRR_Mixup_Comb,1.1654730700217928,50,50,0.4
NN_Mixup_Comb,0.4755302269320965,50,50,0.4
XGBoost_Mixup_Comb,0.3469528185772615,50,50,0.5
KRR_Mixup_Comb,0.6655580840892212,50,50,0.5
NN_Mixup_Comb,0.4185334894589962,50,50,0.5
XGBoost_Mixup_Comb,0.3496232683619439,50,50,0.6
KRR_Mixup_Comb,0.9398612652354348,50,50,0.6
NN_Mixup_Comb,0.4696421015106233,50,50,0.6
XGBoost_Mixup_Comb,0.3466719911427521,50,50,0.8
KRR_Mixup_Comb,0.6488607903906032,50,50,0.8
NN_Mixup_Comb,0.4316793269891438,50,50,0.8
XGBoost_Mixup_Comb,0.3439923073807902,100,50,0.2
KRR_Mixup_Comb,2.4087839975843224,100,50,0.2
NN_Mixup_Comb,0.4835519945418662,100,50,0.2
XGBoost_Mixup_Comb,0.3545124374501586,100,50,0.4
KRR_Mixup_Comb,1.157314545132662,100,50,0.4
NN_Mixup_Comb,0.4572886878156202,100,50,0.4
XGBoost_Mixup_Comb,0.340496928654778,100,50,0.5
KRR_Mixup_Comb,0.6880569983317674,100,50,0.5
NN_Mixup_Comb,0.4044054509678093,100,50,0.5
XGBoost_Mixup_Comb,0.3365773952910572,100,50,0.6
KRR_Mixup_Comb,0.9624599979621508,100,50,0.6
NN_Mixup_Comb,0.4523576901351147,100,50,0.6
XGBoost_Mixup_Comb,0.3380986311865383,100,50,0.8
KRR_Mixup_Comb,0.6647425705947904,100,50,0.8
NN_Mixup_Comb,0.4159096793048025,100,50,0.8
XGBoost_Mixup_Comb,0.3361491111943694,250,50,0.2
KRR_Mixup_Comb,2.3609947131120466,250,50,0.2
NN_Mixup_Comb,0.475536892649837,250,50,0.2
XGBoost_Mixup_Comb,0.347204140002421,250,50,0.4
KRR_Mixup_Comb,1.141942197152345,250,50,0.4
NN_Mixup_Comb,0.4508689243294129,250,50,0.4
XGBoost_Mixup_Comb,0.3273170282528154,250,50,0.5
KRR_Mixup_Comb,0.6483762700555509,250,50,0.5
NN_Mixup_Comb,0.395343555211842,250,50,0.5
XGBoost_Mixup_Comb,0.3266309854078342,250,50,0.6
KRR_Mixup_Comb,0.9486903340757996,250,50,0.6
NN_Mixup_Comb,0.4493754951525935,250,50,0.6
XGBoost_Mixup_Comb,0.3263023216191112,250,50,0.8
KRR_Mixup_Comb,0.6351193444741259,250,50,0.8
NN_Mixup_Comb,0.4073866998955139,250,50,0.8
XGBoost_Mixup_Comb,0.3440533890770157,500,50,0.2
KRR_Mixup_Comb,2.264130198738981,500,50,0.2
NN_Mixup_Comb,0.489239294034733,500,50,0.2
XGBoost_Mixup_Comb,0.3549282096276451,500,50,0.4
KRR_Mixup_Comb,1.109564255432686,500,50,0.4
NN_Mixup_Comb,0.4596661551927556,500,50,0.4
XGBoost_Mixup_Comb,0.3468180900946442,500,50,0.5
KRR_Mixup_Comb,0.6505096985762895,500,50,0.5
NN_Mixup_Comb,0.4045650223021231,500,50,0.5
XGBoost_Mixup_Comb,0.3381176169045131,500,50,0.6
KRR_Mixup_Comb,0.9267960691448064,500,50,0.6
NN_Mixup_Comb,0.4598562565844659,500,50,0.6
XGBoost_Mixup_Comb,0.337084203874523,500,50,0.8
KRR_Mixup_Comb,0.6370909500305658,500,50,0.8
NN_Mixup_Comb,0.4183882770801647,500,50,0.8
XGBoost_Mixup_Comb,0.3552168001049954,750,50,0.2
KRR_Mixup_Comb,2.1931206686643425,750,50,0.2
NN_Mixup_Comb,0.4735323494605473,750,50,0.2
XGBoost_Mixup_Comb,0.3490890747017868,750,50,0.4
KRR_Mixup_Comb,1.1331288111433573,750,50,0.4
NN_Mixup_Comb,0.4419879042099731,750,50,0.4
XGBoost_Mixup_Comb,0.3466577105353038,750,50,0.5
KRR_Mixup_Comb,0.6364814200489476,750,50,0.5
NN_Mixup_Comb,0.3915120783502114,750,50,0.5
XGBoost_Mixup_Comb,0.3369691080137428,750,50,0.6
KRR_Mixup_Comb,0.8900821903948687,750,50,0.6
NN_Mixup_Comb,0.4432734904374341,750,50,0.6
XGBoost_Mixup_Comb,0.3395041304257399,750,50,0.8
KRR_Mixup_Comb,0.6275909425633793,750,50,0.8
NN_Mixup_Comb,0.4032715772699565,750,50,0.8
XGBoost_Mixup_Comb,0.3517163404315521,1000,50,0.2
KRR_Mixup_Comb,2.1381363930532244,1000,50,0.2
NN_Mixup_Comb,0.4812730298068227,1000,50,0.2
XGBoost_Mixup_Comb,0.3514478243375246,1000,50,0.4
KRR_Mixup_Comb,1.078253990806748,1000,50,0.4
NN_Mixup_Comb,0.4574338823203835,1000,50,0.4
XGBoost_Mixup_Comb,0.3468955895651859,1000,50,0.5
KRR_Mixup_Comb,0.626329466734503,1000,50,0.5
NN_Mixup_Comb,0.4051938953973436,1000,50,0.5
XGBoost_Mixup_Comb,0.3415881157450677,1000,50,0.6
KRR_Mixup_Comb,0.8870254655340235,1000,50,0.6
NN_Mixup_Comb,0.4535039093561226,1000,50,0.6
XGBoost_Mixup_Comb,0.3449255997503535,1000,50,0.8
KRR_Mixup_Comb,0.6189506066105913,1000,50,0.8
NN_Mixup_Comb,0.4162684502993857,1000,50,0.8
XGBoost_Mixup_Comb,0.341297967119629,1500,50,0.2
KRR_Mixup_Comb,2.102523924770076,1500,50,0.2
NN_Mixup_Comb,0.4802023165972128,1500,50,0.2
XGBoost_Mixup_Comb,0.3513277908081005,1500,50,0.4
KRR_Mixup_Comb,1.0932216562757044,1500,50,0.4
NN_Mixup_Comb,0.4529216782936933,1500,50,0.4
XGBoost_Mixup_Comb,0.3381574370156909,1500,50,0.5
KRR_Mixup_Comb,0.6487618207782526,1500,50,0.5
NN_Mixup_Comb,0.4036832810240304,1500,50,0.5
XGBoost_Mixup_Comb,0.3362586906522238,1500,50,0.6
KRR_Mixup_Comb,0.9132075245515706,1500,50,0.6
NN_Mixup_Comb,0.4578263574658555,1500,50,0.6
XGBoost_Mixup_Comb,0.3398781335685278,1500,50,0.8
KRR_Mixup_Comb,0.6499839486671515,1500,50,0.8
NN_Mixup_Comb,0.4190674596007882,1500,50,0.8
XGBoost_Mixup_Comb,0.3320727276281933,100,100,0.2
KRR_Mixup_Comb,1.2322382792459436,100,100,0.2
NN_Mixup_Comb,0.3582799894712137,100,100,0.2
XGBoost_Mixup_Comb,0.3332792828295412,100,100,0.4
KRR_Mixup_Comb,0.7287354145263346,100,100,0.4
NN_Mixup_Comb,0.3486196918228864,100,100,0.4
XGBoost_Mixup_Comb,0.3376306878596728,100,100,0.5
KRR_Mixup_Comb,0.8801726696287858,100,100,0.5
NN_Mixup_Comb,0.3618979978961217,100,100,0.5
XGBoost_Mixup_Comb,0.3406315226656059,100,100,0.6
KRR_Mixup_Comb,0.6171553384408873,100,100,0.6
NN_Mixup_Comb,0.354357032894407,100,100,0.6
XGBoost_Mixup_Comb,0.3377343990197211,100,100,0.8
KRR_Mixup_Comb,0.6485757067784945,100,100,0.8
NN_Mixup_Comb,0.3392642831240847,100,100,0.8
XGBoost_Mixup_Comb,0.3321707863311361,200,100,0.2
KRR_Mixup_Comb,1.1763043576353605,200,100,0.2
NN_Mixup_Comb,0.3635271055836356,200,100,0.2
XGBoost_Mixup_Comb,0.3322250225081044,200,100,0.4
KRR_Mixup_Comb,0.7231834559495337,200,100,0.4
NN_Mixup_Comb,0.3535723292537246,200,100,0.4
XGBoost_Mixup_Comb,0.3432385525411306,200,100,0.5
