Method,MSE,source_size,target_size
NN_TLCQM,0.3151580581011466,500,100
XGBoost_Target_Only,0.3209982028805637,1000,100
KRR_Target_Only,0.3357369424375349,1000,100
NN_Target_Only,0.4221951656837989,1000,100
XGBoost_Oracle,0.281044142402594,1000,100
KRR_Oracle,0.2750677167111121,1000,100
NN_Oracle,0.2600890722393927,1000,100
XGBoost_TLCQM,0.361573519399667,1000,100
KRR_TLCQM,0.3668770958447092,1000,100
NN_TLCQM,0.3855341932055346,1000,100
XGBoost_Target_Only,0.3055110402000964,1500,100
KRR_Target_Only,0.3167909277332544,1500,100
NN_Target_Only,0.3939273522110303,1500,100
XGBoost_Oracle,0.2684373459383866,1500,100
KRR_Oracle,0.2618752397273243,1500,100
NN_Oracle,0.2520256296245685,1500,100
XGBoost_TLCQM,0.3032799899815411,1500,100
KRR_TLCQM,0.3073239253765222,1500,100
NN_TLCQM,0.2959256055603159,1500,100
XGBoost_Target_Only,0.3133399793590003,2000,100
KRR_Target_Only,0.3340040026903185,2000,100
NN_Target_Only,0.3998131615182025,2000,100
XGBoost_Oracle,0.2686926828081025,2000,100
KRR_Oracle,0.2640847022870056,2000,100
NN_Oracle,0.2516097146473676,2000,100
XGBoost_TLCQM,0.3097983982060334,2000,100
KRR_TLCQM,0.3138779524944338,2000,100
NN_TLCQM,0.3041342277293007,2000,100
XGBoost_Target_Only,0.3112964261002617,3000,100
KRR_Target_Only,0.3251998707819179,3000,100
NN_Target_Only,0.4006471614125172,3000,100
XGBoost_Oracle,0.2675045547361944,3000,100
KRR_Oracle,0.2658948445794564,3000,100
NN_Oracle,0.2553732978534788,3000,100
XGBoost_TLCQM,0.3219787120672392,3000,100
KRR_TLCQM,0.3182103138163255,3000,100
NN_TLCQM,0.3243516619735704,3000,100
XGBoost_Target_Only,0.2866050981798963,150,150
KRR_Target_Only,0.2987355467166164,150,150
NN_Target_Only,0.3016914351277231,150,150
XGBoost_Oracle,0.2840254223059249,150,150
KRR_Oracle,0.2837202579644172,150,150
NN_Oracle,0.2859678661331587,150,150
XGBoost_TLCQM,0.2947566236882949,150,150
KRR_TLCQM,0.2911070646329209,150,150
NN_TLCQM,0.2853944106834988,150,150
XGBoost_Target_Only,0.2957693612056881,300,150
KRR_Target_Only,0.3114551060215069,300,150
NN_Target_Only,0.3066307403189259,300,150
XGBoost_Oracle,0.2800381129033935,300,150
KRR_Oracle,0.2819866613446479,300,150
NN_Oracle,0.2620387657782882,300,150
XGBoost_TLCQM,0.2974114461911675,300,150
KRR_TLCQM,0.3002861205656792,300,150
NN_TLCQM,0.2943820882472158,300,150
XGBoost_Target_Only,0.2800379584541768,750,150
KRR_Target_Only,0.2920858442956005,750,150
NN_Target_Only,0.2916104982596653,750,150
XGBoost_Oracle,0.2670069627930565,750,150
KRR_Oracle,0.2710999611021323,750,150
NN_Oracle,0.2534431348272872,750,150
XGBoost_TLCQM,0.2898912804520463,750,150
KRR_TLCQM,0.2945838762935975,750,150
NN_TLCQM,0.2835487830490347,750,150
XGBoost_Target_Only,0.3022648835366869,1500,150
KRR_Target_Only,0.3108694096182879,1500,150
NN_Target_Only,0.3163713224020071,1500,150
XGBoost_Oracle,0.2770230780554168,1500,150
KRR_Oracle,0.2738211298182195,1500,150
NN_Oracle,0.2620908384658262,1500,150
XGBoost_TLCQM,0.3100099050635037,1500,150
KRR_TLCQM,0.3085352639573336,1500,150
NN_TLCQM,0.3065180118396831,1500,150
XGBoost_Target_Only,0.2834493821699515,2250,150
KRR_Target_Only,0.3018569947004516,2250,150
NN_Target_Only,0.2986967332627966,2250,150
XGBoost_Oracle,0.2594355346381559,2250,150
KRR_Oracle,0.2574095970262928,2250,150
NN_Oracle,0.2439570334556909,2250,150
XGBoost_TLCQM,0.2944799318252343,2250,150
KRR_TLCQM,0.2990685326945665,2250,150
NN_TLCQM,0.2965529689225237,2250,150
XGBoost_Target_Only,0.2909978706738156,3000,150
KRR_Target_Only,0.3069119772159656,3000,150
NN_Target_Only,0.3095196258685795,3000,150
XGBoost_Oracle,0.268356585758502,3000,150
KRR_Oracle,0.2588270104804738,3000,150
NN_Oracle,0.255151912796269,3000,150
XGBoost_TLCQM,0.3057262262077337,3000,150
KRR_TLCQM,0.3103185961959326,3000,150
NN_TLCQM,0.3070564421561891,3000,150
XGBoost_Target_Only,0.2865844518023948,4500,150
KRR_Target_Only,0.2983436511928626,4500,150
NN_Target_Only,0.3033206500323298,4500,150
XGBoost_Oracle,0.2590460828996072,4500,150
KRR_Oracle,0.2560526901362605,4500,150
NN_Oracle,0.2498094156097364,4500,150
XGBoost_TLCQM,0.2927679360676867,4500,150
KRR_TLCQM,0.2956194798259751,4500,150
NN_TLCQM,0.2952811776598467,4500,150
XGBoost_Target_Only,0.3224540093267655,50,50
KRR_Target_Only,0.3187914307202121,50,50
NN_Target_Only,0.4309837861735868,50,50
XGBoost_Oracle,0.3065613419069327,50,50
KRR_Oracle,0.3368277319135064,50,50
NN_Oracle,0.3486764667983643,50,50
XGBoost_TLCQM,0.3519205683725283,50,50
KRR_TLCQM,0.3398912266175514,50,50
NN_TLCQM,0.3534296094808536,50,50
XGBoost_Target_Only,0.3136056053108745,100,50
KRR_Target_Only,0.3094076769680491,100,50
NN_Target_Only,0.4139752412561189,100,50
XGBoost_Oracle,0.289137919583993,100,50
KRR_Oracle,0.2844662879423323,100,50
NN_Oracle,0.2959355479299842,100,50
XGBoost_TLCQM,0.3109985834651237,100,50
KRR_TLCQM,0.3241253242409611,100,50
NN_TLCQM,0.3468694795328361,100,50
XGBoost_Target_Only,0.3193770888424319,250,50
KRR_Target_Only,0.3134831747337491,250,50
NN_Target_Only,0.4229141738741757,250,50
XGBoost_Oracle,0.2782755781481748,250,50
KRR_Oracle,0.2857368449025984,250,50
NN_Oracle,0.2722400132171597,250,50
XGBoost_TLCQM,0.3083092119291071,250,50
KRR_TLCQM,0.3082782979716953,250,50
NN_TLCQM,0.3022807358159284,250,50
XGBoost_Target_Only,0.3194040548794852,500,50
KRR_Target_Only,0.3159001510982906,500,50
NN_Target_Only,0.4163022210013463,500,50
XGBoost_Oracle,0.2765145905214862,500,50
KRR_Oracle,0.2819674971896127,500,50
NN_Oracle,0.2589596215553034,500,50
XGBoost_TLCQM,0.3302400010972529,500,50
KRR_TLCQM,0.3175869908198807,500,50
NN_TLCQM,0.3189707263144799,500,50
XGBoost_Target_Only,0.3315884880965932,750,50
KRR_Target_Only,0.3278264737116254,750,50
NN_Target_Only,0.4383496199058721,750,50
XGBoost_Oracle,0.2898195069138344,750,50
KRR_Oracle,0.2872546645385526,750,50
NN_Oracle,0.2738827953281278,750,50
XGBoost_TLCQM,0.3204531026423075,750,50
KRR_TLCQM,0.3137690335879293,750,50
NN_TLCQM,0.3156366038602885,750,50
XGBoost_Target_Only,0.3195694284832979,1000,50
KRR_Target_Only,0.3256034300791903,1000,50
NN_Target_Only,0.4280617635939011,1000,50
XGBoost_Oracle,0.2688240001321697,1000,50
KRR_Oracle,0.2726758282642684,1000,50
NN_Oracle,0.2540458534309053,1000,50
XGBoost_TLCQM,0.2974423353654452,1000,50
KRR_TLCQM,0.3182888552332836,1000,50
NN_TLCQM,0.3138739337158088,1000,50
XGBoost_Target_Only,0.3106454911268587,1500,50
KRR_Target_Only,0.3118494582541402,1500,50
NN_Target_Only,0.4305874678128814,1500,50
XGBoost_Oracle,0.2716714272573587,1500,50
KRR_Oracle,0.2673165002407024,1500,50
NN_Oracle,0.2539623065089693,1500,50
XGBoost_TLCQM,0.3021193018586013,1500,50
KRR_TLCQM,0.3097432745712303,1500,50
NN_TLCQM,0.3032510506832444,1500,50
XGBoost_Target_Only,0.3399122110574704,100,100
KRR_Target_Only,0.3314056648958739,100,100
NN_Target_Only,0.3756151028808049,100,100
XGBoost_Oracle,0.2942267429278846,100,100
KRR_Oracle,0.3002207375646841,100,100
NN_Oracle,0.2908653904596034,100,100
XGBoost_TLCQM,0.334564951221651,100,100
KRR_TLCQM,0.3306186682013746,100,100
NN_TLCQM,0.3503667995735084,100,100
XGBoost_Target_Only,0.3250398896325729,200,100
KRR_Target_Only,0.3187820957809908,200,100
NN_Target_Only,0.3614621341838196,200,100
XGBoost_Oracle,0.2756336228831373,200,100
KRR_Oracle,0.2844813805674377,200,100
NN_Oracle,0.2860116853956027,200,100
XGBoost_TLCQM,0.3021697277443942,200,100
KRR_TLCQM,0.3324432393902767,200,100
NN_TLCQM,0.3187229512009817,200,100
XGBoost_Target_Only,0.3292694482353421,500,100
KRR_Target_Only,0.3201822329334475,500,100
NN_Target_Only,0.3696763363535495,500,100
XGBoost_Oracle,0.2772100520588548,500,100
KRR_Oracle,0.2805361114869593,500,100
NN_Oracle,0.2589633447473444,500,100
XGBoost_TLCQM,0.300184895885752,500,100
KRR_TLCQM,0.2966944091060746,500,100
NN_TLCQM,0.2957077154554774,500,100
XGBoost_Target_Only,0.3238124883999895,1000,100
KRR_Target_Only,0.3125469207492689,1000,100
NN_Target_Only,0.3509144409224444,1000,100
XGBoost_Oracle,0.2711860753055727,1000,100
KRR_Oracle,0.2625632548471765,1000,100
NN_Oracle,0.2509199932524404,1000,100
XGBoost_TLCQM,0.2870100285519977,1000,100
KRR_TLCQM,0.296951184922388,1000,100
NN_TLCQM,0.2973641025392056,1000,100
XGBoost_Target_Only,0.3329609546487299,1500,100
KRR_Target_Only,0.3154841181813105,1500,100
NN_Target_Only,0.3642445448369718,1500,100
XGBoost_Oracle,0.2698118118251988,1500,100
KRR_Oracle,0.2637750754415581,1500,100
NN_Oracle,0.2542442940236891,1500,100
XGBoost_TLCQM,0.3037874156337535,1500,100
KRR_TLCQM,0.3079204159733015,1500,100
NN_TLCQM,0.3065218021819856,1500,100
XGBoost_Target_Only,0.3327815192282702,2000,100
KRR_Target_Only,0.3228018051096916,2000,100
NN_Target_Only,0.3626547107374762,2000,100
XGBoost_Oracle,0.2739061303346528,2000,100
KRR_Oracle,0.2624254531480757,2000,100
NN_Oracle,0.2561204194786978,2000,100
XGBoost_TLCQM,0.3126364772595235,2000,100
KRR_TLCQM,0.3182660192215182,2000,100
NN_TLCQM,0.3215264677278521,2000,100
XGBoost_Target_Only,0.336172779886204,3000,100
KRR_Target_Only,0.324673063799565,3000,100
NN_Target_Only,0.3744935851906111,3000,100
XGBoost_Oracle,0.2696974039196521,3000,100
KRR_Oracle,0.26423157171117,3000,100
NN_Oracle,0.2567126149571047,3000,100
XGBoost_TLCQM,0.3089261269837379,3000,100
KRR_TLCQM,0.3102680683109895,3000,100
NN_TLCQM,0.3154380861921744,3000,100
XGBoost_Target_Only,0.3059106451171098,150,150
KRR_Target_Only,0.3026310516555341,150,150
NN_Target_Only,0.3027853821191659,150,150
XGBoost_Oracle,0.2859672846382984,150,150
KRR_Oracle,0.2833799474885283,150,150
NN_Oracle,0.2863318912204264,150,150
XGBoost_TLCQM,0.301398470343404,150,150
KRR_TLCQM,0.3060845398399136,150,150
NN_TLCQM,0.2997920690585538,150,150
XGBoost_Target_Only,0.3003350330825524,300,150
KRR_Target_Only,0.2991843194451047,300,150
NN_Target_Only,0.3085257485124314,300,150
XGBoost_Oracle,0.276105657506745,300,150
KRR_Oracle,0.2842787038912857,300,150
NN_Oracle,0.2670469771973993,300,150
XGBoost_TLCQM,0.3187458978269455,300,150
KRR_TLCQM,0.2970840900882678,300,150
NN_TLCQM,0.3090111764023574,300,150
XGBoost_Target_Only,0.313444444590065,750,150
KRR_Target_Only,0.305029176855714,750,150
NN_Target_Only,0.3117021927632582,750,150
XGBoost_Oracle,0.2894074596776804,750,150
KRR_Oracle,0.2831984687803898,750,150
NN_Oracle,0.2689290639315997,750,150
XGBoost_TLCQM,0.3112222764304096,750,150
KRR_TLCQM,0.3015569742121727,750,150
NN_TLCQM,0.3130605731575946,750,150
XGBoost_Target_Only,0.3101189014805525,1500,150
KRR_Target_Only,0.3056556181185725,1500,150
NN_Target_Only,0.3110477610671938,1500,150
XGBoost_Oracle,0.2746845423527857,1500,150
KRR_Oracle,0.2697979202533324,1500,150
NN_Oracle,0.2590811085551621,1500,150
XGBoost_TLCQM,0.3056718217200095,1500,150
KRR_TLCQM,0.2935918016069608,1500,150
NN_TLCQM,0.3055058645158155,1500,150
XGBoost_Target_Only,0.3001474244028209,2250,150
KRR_Target_Only,0.2979691201938008,2250,150
NN_Target_Only,0.3057462855888579,2250,150
XGBoost_Oracle,0.2713484439005643,2250,150
KRR_Oracle,0.266056882200915,2250,150
NN_Oracle,0.2568214571646313,2250,150
XGBoost_TLCQM,0.2971285577959257,2250,150
KRR_TLCQM,0.286471158314874,2250,150
NN_TLCQM,0.2975031747743547,2250,150
XGBoost_Target_Only,0.3052507384035129,3000,150
KRR_Target_Only,0.29821639204794,3000,150
NN_Target_Only,0.3099863541234527,3000,150
XGBoost_Oracle,0.2660526610859114,3000,150
KRR_Oracle,0.2631683146944395,3000,150
NN_Oracle,0.2556236309776793,3000,150
XGBoost_TLCQM,0.316459271023756,3000,150
KRR_TLCQM,0.3041130704138676,3000,150
NN_TLCQM,0.3164896583512767,3000,150
XGBoost_Target_Only,0.3104094291522597,4500,150
KRR_Target_Only,0.2959177123758669,4500,150
NN_Target_Only,0.3130878792887649,4500,150
XGBoost_Oracle,0.2624850704029701,4500,150
KRR_Oracle,0.2568182614634422,4500,150
NN_Oracle,0.2508062734155433,4500,150
XGBoost_TLCQM,0.3140070469738703,4500,150
KRR_TLCQM,0.2999361406223939,4500,150
NN_TLCQM,0.309408873719156,4500,150
XGBoost_Target_Only,0.4704807811226928,50,50
KRR_Target_Only,0.3456454752805843,50,50
NN_Target_Only,0.4936495156367589,50,50
XGBoost_Oracle,0.2986590767109002,50,50
KRR_Oracle,0.2957678701757042,50,50
NN_Oracle,0.3158217045350753,50,50
XGBoost_TLCQM,0.2936431833163047,50,50
KRR_TLCQM,0.3639435096458221,50,50
NN_TLCQM,0.506771723693617,50,50
XGBoost_Target_Only,0.4653103188946734,100,50
KRR_Target_Only,0.3494682442883452,100,50
NN_Target_Only,0.5103037024625509,100,50
XGBoost_Oracle,0.2756511221133871,100,50
KRR_Oracle,0.2946124001016334,100,50
NN_Oracle,0.2761119538833657,100,50
XGBoost_TLCQM,0.3099412254634804,100,50
KRR_TLCQM,0.3688274290434374,100,50
NN_TLCQM,0.3264283769936688,100,50
XGBoost_Target_Only,0.4755095532586492,250,50
KRR_Target_Only,0.3584130603063675,250,50
NN_Target_Only,0.5093444656312728,250,50
XGBoost_Oracle,0.2824595828236304,250,50
KRR_Oracle,0.2849581859636288,250,50
NN_Oracle,0.2784310371956436,250,50
XGBoost_TLCQM,0.3138663863147,250,50
KRR_TLCQM,0.3413016375822161,250,50
NN_TLCQM,0.3588469652229329,250,50
XGBoost_Target_Only,0.4591591551713881,500,50
KRR_Target_Only,0.3553034911852828,500,50
NN_Target_Only,0.5098740585195696,500,50
XGBoost_Oracle,0.2819603194435324,500,50
KRR_Oracle,0.2753535977409213,500,50
NN_Oracle,0.2595189978540892,500,50
XGBoost_TLCQM,0.3007629539134628,500,50
KRR_TLCQM,0.3234164643664238,500,50
NN_TLCQM,0.3117636582824083,500,50
XGBoost_Target_Only,0.4688357669523328,750,50
KRR_Target_Only,0.36034021768378,750,50
NN_Target_Only,0.5029025695279765,750,50
XGBoost_Oracle,0.2772989434764478,750,50
KRR_Oracle,0.280062186933216,750,50
NN_Oracle,0.2565684199463123,750,50
XGBoost_TLCQM,0.2996014401434674,750,50
KRR_TLCQM,0.3074023614498315,750,50
NN_TLCQM,0.30691840900645,750,50
XGBoost_Target_Only,0.48122442976409,1000,50
KRR_Target_Only,0.3676995849895599,1000,50
NN_Target_Only,0.5105281673204056,1000,50
XGBoost_Oracle,0.2769913482063427,1000,50
KRR_Oracle,0.2750609037646584,1000,50
NN_Oracle,0.2594674714939227,1000,50
XGBoost_TLCQM,0.3177576899836217,1000,50
KRR_TLCQM,0.3231969814985803,1000,50
NN_TLCQM,0.3105303933113056,1000,50
XGBoost_Target_Only,0.4595169793608001,1500,50
KRR_Target_Only,0.3556955559512528,1500,50
NN_Target_Only,0.4952168853064581,1500,50
XGBoost_Oracle,0.2719767313048945,1500,50
KRR_Oracle,0.2634836351201711,1500,50
NN_Oracle,0.2524914307425568,1500,50
XGBoost_TLCQM,0.3090789473642014,1500,50
KRR_TLCQM,0.3221037804977365,1500,50
NN_TLCQM,0.3075664105826479,1500,50
XGBoost_Target_Only,0.2978819327835254,100,100
KRR_Target_Only,0.3186006522337458,100,100
NN_Target_Only,0.3515573142066502,100,100
XGBoost_Oracle,0.2884152294860754,100,100
KRR_Oracle,0.2909130637014886,100,100
NN_Oracle,0.3096191327290187,100,100
XGBoost_TLCQM,0.3045412342901668,100,100
KRR_TLCQM,0.3159372703799896,100,100
NN_TLCQM,0.3043167662820999,100,100
XGBoost_Target_Only,0.3061802780681752,200,100
KRR_Target_Only,0.3295835348123695,200,100
NN_Target_Only,0.3667927416057112,200,100
XGBoost_Oracle,0.3028653483071081,200,100
KRR_Oracle,0.2953562532597401,200,100
NN_Oracle,0.2895328087615488,200,100
XGBoost_TLCQM,0.3143361896258271,200,100
KRR_TLCQM,0.3175500432410328,200,100
NN_TLCQM,0.3280015463765252,200,100
XGBoost_Target_Only,0.3019961385229921,500,100
KRR_Target_Only,0.3294904995413852,500,100
NN_Target_Only,0.3725263241494106,500,100
XGBoost_Oracle,0.2765771934648761,500,100
KRR_Oracle,0.2791094121690765,500,100
NN_Oracle,0.2569148734838984,500,100
XGBoost_TLCQM,0.2945493816888748,500,100
KRR_TLCQM,0.3076289804595515,500,100
NN_TLCQM,0.3030927176745646,500,100
XGBoost_Target_Only,0.306537696761987,1000,100
KRR_Target_Only,0.3293242395077201,1000,100
NN_Target_Only,0.3730087825158727,1000,100
XGBoost_Oracle,0.2737954819991134,1000,100
KRR_Oracle,0.2751928100581953,1000,100
NN_Oracle,0.2569495249338266,1000,100
XGBoost_TLCQM,0.301801046752492,1000,100
KRR_TLCQM,0.303917247427371,1000,100
NN_TLCQM,0.2964835310707356,1000,100
XGBoost_Target_Only,0.2978530156378214,1500,100
KRR_Target_Only,0.3221805022816583,1500,100
NN_Target_Only,0.3628017430362805,1500,100
XGBoost_Oracle,0.2695396720425978,1500,100
KRR_Oracle,0.2699589318940343,1500,100
NN_Oracle,0.2523007726282776,1500,100
XGBoost_TLCQM,0.292885071805524,1500,100
KRR_TLCQM,0.2945845423182873,1500,100
NN_TLCQM,0.2940966183967513,1500,100
XGBoost_Target_Only,0.2902602359369564,2000,100
KRR_Target_Only,0.3084183448236917,2000,100
NN_Target_Only,0.3429678885964439,2000,100
XGBoost_Oracle,0.2634735485049073,2000,100
KRR_Oracle,0.2549854925311621,2000,100
NN_Oracle,0.24701393757078,2000,100
XGBoost_TLCQM,0.3009146961261376,2000,100
KRR_TLCQM,0.2939459111961617,2000,100
NN_TLCQM,0.3051138268734176,2000,100
XGBoost_Target_Only,0.3087776345402117,3000,100
KRR_Target_Only,0.3336678797846951,3000,100
NN_Target_Only,0.3758154712989618,3000,100
XGBoost_Oracle,0.2689995936880306,3000,100
KRR_Oracle,0.2649155635485917,3000,100
NN_Oracle,0.2544059742081839,3000,100
XGBoost_TLCQM,0.2983501125695483,3000,100
KRR_TLCQM,0.2875005112741236,3000,100
NN_TLCQM,0.2989414877763158,3000,100
XGBoost_Target_Only,0.295093511055209,150,150
KRR_Target_Only,0.3127658375846391,150,150
NN_Target_Only,0.3241471001280229,150,150
XGBoost_Oracle,0.2929763536609402,150,150
KRR_Oracle,0.2905570951681762,150,150
NN_Oracle,0.282990816183267,150,150
XGBoost_TLCQM,0.2976335231743249,150,150
KRR_TLCQM,0.3154970617371572,150,150
NN_TLCQM,0.3271374772203805,150,150
XGBoost_Target_Only,0.294765797905789,300,150
KRR_Target_Only,0.3149247903219557,300,150
NN_Target_Only,0.3271617894795164,300,150
XGBoost_Oracle,0.2783231773015243,300,150
KRR_Oracle,0.2856677567518778,300,150
NN_Oracle,0.2742373568024209,300,150
XGBoost_TLCQM,0.3037805949889845,300,150
KRR_TLCQM,0.3059973826285614,300,150
NN_TLCQM,0.3153497337320935,300,150
XGBoost_Target_Only,0.2991513079033142,750,150
KRR_Target_Only,0.3168896024498761,750,150
NN_Target_Only,0.3290035885661749,750,150
XGBoost_Oracle,0.279500375201218,750,150
KRR_Oracle,0.2804497141593952,750,150
NN_Oracle,0.267007992754832,750,150
XGBoost_TLCQM,0.3104545375646987,750,150
KRR_TLCQM,0.3029314490890627,750,150
NN_TLCQM,0.3094815818584864,750,150
XGBoost_Target_Only,0.2957406086889085,1500,150
KRR_Target_Only,0.3172315443442693,1500,150
NN_Target_Only,0.3350882486307046,1500,150
XGBoost_Oracle,0.2687688437500754,1500,150
KRR_Oracle,0.2637129011837347,1500,150
NN_Oracle,0.2494932246466225,1500,150
XGBoost_TLCQM,0.2958739101375847,1500,150
KRR_TLCQM,0.2915405255596883,1500,150
NN_TLCQM,0.2997164575706872,1500,150
XGBoost_Target_Only,0.2985241296206719,2250,150
KRR_Target_Only,0.3149635645621536,2250,150
NN_Target_Only,0.330268082566389,2250,150
XGBoost_Oracle,0.2744674910404414,2250,150
KRR_Oracle,0.2684878885752694,2250,150
NN_Oracle,0.2588173729990496,2250,150
XGBoost_TLCQM,0.3028082942389833,2250,150
KRR_TLCQM,0.2917606239837474,2250,150
NN_TLCQM,0.3053227595059726,2250,150
XGBoost_Target_Only,0.2888176717042557,3000,150
KRR_Target_Only,0.3056105482679352,3000,150
NN_Target_Only,0.321455398032186,3000,150
XGBoost_Oracle,0.2637581642300513,3000,150
KRR_Oracle,0.2599020768262821,3000,150
NN_Oracle,0.2505200631345926,3000,150
XGBoost_TLCQM,0.2905969208606895,3000,150
KRR_TLCQM,0.2813978723367739,3000,150
NN_TLCQM,0.2886606396906923,3000,150
XGBoost_Target_Only,0.2980951705828202,4500,150
KRR_Target_Only,0.3190436961311894,4500,150
NN_Target_Only,0.3313931589357132,4500,150
XGBoost_Oracle,0.2711267870766033,4500,150
KRR_Oracle,0.2614646216100281,4500,150
NN_Oracle,0.26139029098555,4500,150
XGBoost_TLCQM,0.3098027898557768,4500,150
KRR_TLCQM,0.3034692817846864,4500,150
NN_TLCQM,0.3123306014811449,4500,150
XGBoost_Target_Only,0.327161521645748,50,50
KRR_Target_Only,0.356820913438366,50,50
NN_Target_Only,0.569204506762581,50,50
XGBoost_Oracle,0.2926099652910744,50,50
KRR_Oracle,0.3359287449221868,50,50
NN_Oracle,0.3517406888533833,50,50
XGBoost_TLCQM,0.3797778160371611,50,50
KRR_TLCQM,0.3696069363083449,50,50
NN_TLCQM,0.3468877049970378,50,50
XGBoost_Target_Only,0.3373546973957996,100,50
KRR_Target_Only,0.3627161876238465,100,50
NN_Target_Only,0.5871167719893835,100,50
XGBoost_Oracle,0.2941724027156168,100,50
KRR_Oracle,0.2923725804452611,100,50
NN_Oracle,0.29780766206448,100,50
XGBoost_TLCQM,0.3686513368150513,100,50
KRR_TLCQM,0.3516538143778137,100,50
NN_TLCQM,0.3610093455072267,100,50
XGBoost_Target_Only,0.3368872688646456,250,50
KRR_Target_Only,0.3633618986077111,250,50
NN_Target_Only,0.5745589920608765,250,50
XGBoost_Oracle,0.2888212182275914,250,50
KRR_Oracle,0.2922501398807883,250,50
NN_Oracle,0.2723107068653394,250,50
XGBoost_TLCQM,0.3613625336759927,250,50
KRR_TLCQM,0.3593165119812365,250,50
NN_TLCQM,0.347542203619903,250,50
XGBoost_Target_Only,0.3222679133765636,500,50
KRR_Target_Only,0.3506458930973777,500,50
NN_Target_Only,0.5716055293344897,500,50
